,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7
395,0,0,0,0,0,0,2,10,4,5,9,2,0,2,1,1,1,1,0,4,4,1,0,3,3,1,2,2,2,0,2,3,2,3,2,1,1,0,5,1,3,2,2,0,1,2,1,1,1,0,1,2,2,0,0
396,0,0,0,0,0,1,4,8,6,9,11,4,9,8,7,7,6,10,12,14,5,16,8,6,12,9,6,11,7,8,9,8,11,10,6,8,5,2,9,6,8,6,11,8,4,7,7,2,4,4,5,6,8,1,0
397,0,0,0,0,0,0,0,2,3,1,0,2,0,2,1,1,1,2,3,6,1,4,0,0,0,3,3,2,3,4,3,1,3,3,0,1,3,1,1,5,3,2,3,3,0,1,0,1,2,1,0,0,0,0,0
398,0,0,0,0,0,0,4,7,3,4,5,4,11,8,9,10,5,4,4,9,6,8,8,2,8,4,8,10,9,6,7,10,7,8,7,3,4,4,0,12,3,7,1,0,0,1,0,3,4,8,9,5,4,1,0
399,0,0,0,0,0,0,4,8,2,2,2,5,5,2,6,6,10,12,6,12,8,8,4,5,2,3,4,5,10,6,4,6,4,9,4,4,5,1,7,3,4,9,7,5,5,4,1,4,1,2,7,3,12,2,0
400,0,0,0,0,0,0,9,3,6,8,6,4,10,7,8,2,4,4,10,8,5,2,0,0,8,2,3,4,8,2,4,6,5,7,3,3,6,2,7,8,4,7,5,3,6,4,5,1,3,4,2,5,8,6,0
401,0,0,0,0,0,0,7,6,6,6,3,2,5,4,4,7,5,7,5,6,4,11,0,10,7,2,8,5,8,4,7,6,4,7,4,8,4,6,3,9,5,6,3,8,9,5,4,3,3,3,2,3,7,3,0
402,0,0,0,0,0,0,5,3,2,3,2,2,1,2,2,1,7,7,5,2,4,3,2,1,2,2,2,3,5,5,4,5,2,1,5,2,2,3,1,2,2,5,3,2,2,2,0,0,1,9,2,6,2,1,0
403,3,2,3,2,1,4,2,3,3,5,0,0,0,3,4,0,6,7,2,5,2,3,0,3,1,2,0,1,4,1,2,0,5,2,4,2,2,3,1,0,3,3,3,5,4,3,3,2,1,3,4,3,4,4,0
404,0,0,0,0,0,0,4,5,2,0,3,2,6,3,4,4,4,3,0,0,0,0,0,3,8,0,5,5,2,7,7,8,4,7,0,1,1,1,1,7,6,0,4,3,3,1,1,1,3,8,1,4,3,0,0
405,0,0,0,0,3,7,9,12,8,7,13,10,12,10,13,13,17,15,19,15,12,40,12,9,9,3,10,8,11,13,8,5,14,10,8,8,5,11,12,12,17,5,11,8,6,6,5,9,8,13,11,5,10,2,0
406,0,2,0,0,4,4,5,11,12,10,4,8,3,8,8,15,13,5,6,14,6,13,8,7,15,5,15,6,8,8,1,12,8,10,7,6,11,5,13,10,6,12,12,13,5,5,6,9,4,9,11,3,5,0,0
407,0,0,1,1,3,6,9,16,19,7,16,11,10,13,10,17,14,21,14,15,10,21,19,31,6,2,22,10,9,14,14,14,13,13,16,12,8,15,13,6,10,10,14,14,15,17,14,15,14,9,8,5,16,2,0
408,0,0,0,0,2,7,11,12,10,6,14,2,5,12,13,12,10,18,12,14,14,18,8,8,11,8,9,8,17,6,13,10,12,9,14,8,6,7,13,13,10,2,8,7,8,14,13,11,11,16,6,5,7,0,0
409,0,0,0,0,2,4,1,1,1,3,8,4,2,5,9,5,8,2,5,7,3,7,4,5,4,4,9,3,11,9,3,5,5,7,4,3,7,2,8,4,4,9,5,8,12,8,4,2,5,3,2,1,6,3,0
410,0,0,0,0,1,2,5,3,7,7,1,5,11,6,3,1,5,10,3,4,4,9,5,10,4,1,6,9,5,7,11,5,4,5,8,3,4,10,8,4,9,8,4,4,6,4,10,14,6,7,6,4,5,1,0
411,0,0,0,0,0,3,9,6,8,13,7,7,10,5,7,14,10,6,11,10,9,15,10,9,10,3,11,10,7,7,12,11,10,11,20,9,6,9,13,9,10,10,9,6,10,5,1,3,2,10,8,5,8,1,0
412,0,0,0,0,0,1,1,7,4,2,4,6,5,7,9,4,12,6,8,7,5,6,7,4,4,1,8,7,6,12,5,11,8,7,6,5,6,4,2,1,11,11,5,3,7,2,5,9,2,11,3,2,6,3,0
413,1,1,2,2,2,1,2,5,12,7,11,10,4,8,8,15,8,8,9,10,12,4,6,5,14,4,10,10,10,19,7,6,9,9,3,4,9,4,7,9,9,8,4,6,11,12,4,4,8,9,5,4,12,1,0
414,0,0,0,0,2,3,6,11,11,9,8,10,2,11,14,10,15,11,12,15,7,15,10,13,9,11,12,12,7,10,8,13,9,13,19,13,5,4,9,9,14,7,10,12,4,8,1,4,6,4,3,6,4,1,0
415,0,0,0,0,0,0,8,9,7,11,12,6,9,4,8,19,6,7,7,6,6,15,11,6,10,7,4,7,8,20,7,7,9,14,8,8,9,8,14,9,8,8,11,7,10,8,7,8,10,6,9,7,15,14,0
416,0,0,0,0,0,2,19,10,14,20,14,5,6,5,14,14,13,12,12,12,15,8,19,10,20,12,10,12,15,5,11,15,6,23,14,9,16,10,19,11,4,19,15,12,11,11,16,11,12,13,18,8,18,4,0
417,1,0,0,0,0,7,5,30,7,25,11,8,10,16,14,6,45,10,27,16,9,18,9,17,5,3,9,6,5,24,11,26,6,32,23,10,34,13,12,19,18,12,29,14,16,22,17,8,10,16,9,12,9,2,0
418,0,0,0,0,0,0,1,2,2,4,3,0,0,2,4,5,3,3,2,5,2,3,0,0,8,2,6,2,3,1,3,3,1,1,2,2,2,3,3,2,4,4,5,4,6,1,0,0,0,1,2,0,0,3,0
419,0,0,0,0,0,0,7,6,0,2,9,4,0,10,3,5,3,10,5,8,0,5,3,3,1,1,10,3,5,8,4,8,2,6,2,3,3,7,8,10,6,3,9,6,2,1,5,3,8,6,7,2,5,4,0
420,0,0,0,0,0,5,31,79,52,65,51,51,31,41,58,58,53,54,53,48,52,59,44,38,48,41,39,71,48,49,49,65,64,45,62,37,61,42,51,60,57,46,50,47,54,57,49,50,50,53,57,39,53,23,0
421,0,0,1,0,0,1,15,34,14,14,19,12,15,17,33,25,17,20,21,22,14,22,10,21,16,13,24,18,18,19,21,30,21,20,15,22,16,16,16,16,26,23,17,22,16,21,28,15,18,26,27,17,25,11,0
422,0,0,0,0,0,0,15,17,11,15,5,16,6,12,16,8,14,8,10,13,11,9,14,10,13,10,12,10,22,9,19,13,11,5,16,9,15,7,19,15,14,10,13,9,16,16,8,9,14,7,19,11,12,6,0
423,0,0,0,0,1,3,12,17,9,11,17,17,17,14,8,8,11,14,20,17,14,11,14,8,17,8,18,12,14,14,11,20,11,15,18,13,21,12,9,13,10,14,17,23,15,14,12,15,9,20,8,10,17,10,0
424,0,0,0,0,0,5,13,11,14,9,17,16,11,13,9,16,16,15,12,17,14,10,12,15,12,14,10,10,8,5,11,8,19,15,14,13,13,14,21,16,15,13,19,11,13,15,14,12,10,15,9,9,19,13,0
425,2,1,0,0,1,1,8,14,32,22,15,18,19,20,26,20,17,31,18,26,15,24,24,19,19,18,22,22,15,19,17,25,22,23,16,16,28,21,16,24,11,21,19,27,16,24,23,19,12,25,23,11,17,1,0
426,0,1,0,0,0,12,22,16,32,31,25,18,21,24,22,24,21,20,30,26,26,14,23,27,26,21,19,25,22,24,21,28,18,18,36,34,27,18,20,24,30,15,24,26,23,30,31,20,17,19,28,23,19,31,0
427,1,0,0,0,0,0,4,4,4,3,1,6,3,2,3,5,4,6,2,2,7,3,2,2,3,2,0,1,3,2,0,4,5,1,4,1,3,4,3,2,1,2,3,2,2,5,5,8,4,2,3,2,5,5,0
428,0,0,0,0,1,1,19,16,14,19,19,12,12,20,36,21,15,16,16,18,14,16,12,9,18,17,27,23,20,18,24,26,14,16,17,9,11,16,24,15,14,13,21,15,19,21,19,14,8,21,12,13,16,19,0
429,0,1,0,0,0,0,9,14,5,5,10,0,2,7,11,1,6,5,7,5,5,5,9,14,8,4,7,8,9,3,7,1,3,7,7,10,16,8,5,1,10,7,2,0,19,12,7,6,7,4,2,8,6,0,0
430,0,0,0,0,0,2,13,29,26,27,23,26,24,26,17,20,24,17,21,19,32,20,18,7,20,18,31,18,15,15,23,17,31,14,15,19,30,15,33,25,25,18,24,26,26,28,30,17,18,24,16,16,25,15,0
431,0,0,0,0,0,0,2,5,0,2,2,1,2,5,1,5,3,0,0,3,0,3,2,0,3,4,2,5,3,1,3,2,2,3,1,0,3,1,2,3,5,1,6,3,2,0,4,4,1,3,2,0,3,0,0
432,0,0,0,0,0,4,15,13,13,11,13,8,8,14,30,15,8,17,6,17,6,9,10,7,11,8,6,7,14,13,8,17,11,9,15,6,15,12,15,15,8,22,17,15,12,15,8,9,11,12,9,3,20,0,0
433,0,0,0,0,0,1,15,14,17,17,23,17,6,16,15,16,20,19,12,13,19,20,18,16,14,10,22,28,29,21,22,18,13,15,16,18,25,15,23,15,27,17,17,19,12,20,15,16,2,25,25,12,18,21,0
434,3,1,0,1,0,4,19,27,41,41,25,47,38,41,51,40,42,52,31,35,44,40,45,40,33,30,54,39,53,32,40,53,53,44,41,48,44,27,51,36,42,55,33,48,37,46,39,28,34,42,37,20,39,8,0
435,0,0,0,0,0,7,14,13,9,13,28,11,5,15,25,10,12,13,17,21,9,15,14,17,10,14,22,14,15,11,11,15,18,20,19,11,15,13,21,19,12,24,12,17,15,18,20,26,15,15,24,10,21,8,0
436,0,0,0,1,1,1,7,8,3,11,9,8,2,9,7,4,6,11,10,8,4,9,6,6,11,2,11,2,7,5,7,13,8,11,5,7,8,4,8,9,8,7,5,3,5,7,17,5,5,10,8,7,13,7,0
437,0,0,0,1,0,3,7,17,11,12,8,17,4,13,8,10,13,8,13,11,11,1,5,11,12,3,7,6,7,4,11,2,17,13,6,2,10,7,7,13,10,9,12,11,10,9,8,1,15,16,3,3,7,1,0
438,0,0,0,1,0,0,0,4,2,6,2,4,0,3,0,1,3,2,6,4,4,2,2,2,2,2,1,5,1,4,5,3,4,0,3,3,1,4,6,3,3,1,0,2,2,0,3,0,3,2,0,2,1,1,0
439,0,0,0,0,0,0,6,4,2,5,4,9,2,3,3,3,2,2,4,3,4,6,3,5,3,7,4,5,4,7,3,2,6,6,8,6,7,5,3,5,4,4,4,4,6,12,4,4,4,3,4,5,1,1,0
440,0,0,0,0,0,1,5,5,7,3,3,5,2,4,4,5,3,2,6,2,3,3,1,1,4,1,3,1,3,3,1,2,1,3,3,6,3,5,5,3,4,1,3,3,1,9,2,3,5,3,8,7,2,2,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
442,1,0,1,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,2,2,4,2,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,2,5,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0
443,0,0,0,0,1,1,1,1,0,0,2,1,2,3,1,1,0,2,1,1,1,2,1,1,1,2,2,2,2,2,0,2,0,0,0,0,0,2,3,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0
444,0,0,0,0,0,1,15,9,9,13,13,16,12,4,3,20,8,8,24,9,7,10,9,0,4,7,7,17,5,16,11,8,6,12,13,7,14,3,11,11,18,5,9,6,13,11,10,4,10,6,10,13,9,0,0
445,0,0,0,0,0,0,1,0,2,3,2,2,0,0,0,0,1,0,1,1,3,0,1,0,3,0,0,2,1,1,0,2,0,0,0,0,3,1,2,3,3,0,4,1,4,5,1,1,0,2,2,0,2,0,0
446,0,0,0,0,0,1,4,2,2,2,0,2,0,1,2,2,1,4,2,3,3,2,4,1,1,2,1,2,3,2,2,3,1,4,4,1,2,1,1,3,3,5,2,1,1,0,1,1,3,1,1,0,5,0,0
447,0,0,0,0,0,0,1,1,1,0,3,1,0,0,3,1,0,2,4,1,1,1,0,0,0,1,1,1,1,0,4,3,0,8,0,0,4,2,1,7,0,0,2,3,2,3,1,0,1,1,3,0,3,0,0
448,0,0,0,0,0,0,0,0,1,2,3,3,7,4,4,5,6,6,4,6,3,2,2,5,2,0,2,5,7,1,7,1,1,3,4,4,7,4,2,2,2,1,6,6,1,4,5,1,3,2,2,4,4,5,0
449,0,0,0,0,0,0,1,1,0,1,6,9,8,5,2,6,2,2,1,1,0,3,3,3,3,3,5,4,5,4,1,6,3,4,3,1,3,1,5,5,2,3,3,5,2,2,2,4,2,4,4,2,3,1,0
450,0,0,0,0,0,2,8,6,2,1,6,4,10,2,4,20,9,9,7,12,8,12,9,9,7,13,15,8,11,8,9,14,10,8,6,8,7,5,7,12,17,12,11,12,13,14,4,9,3,5,3,6,15,7,0
451,0,1,0,0,0,0,3,0,0,2,2,4,3,3,3,9,13,4,5,2,6,2,9,12,5,8,13,12,10,8,8,16,8,14,7,5,9,3,5,12,8,15,11,13,7,2,4,2,7,7,9,2,11,8,0
452,0,0,0,0,0,0,0,0,2,0,0,3,2,7,1,4,3,5,2,2,6,2,2,4,2,2,2,4,7,3,8,3,4,2,3,2,1,4,6,5,7,5,7,3,2,2,5,1,2,8,3,4,2,3,0
453,0,1,0,0,0,0,2,0,0,2,5,16,4,3,4,13,8,25,11,13,3,6,18,9,11,4,10,19,15,15,16,39,11,12,15,13,10,8,11,17,10,23,21,16,19,17,14,7,9,13,16,4,16,8,0
454,3,0,0,0,0,0,3,2,7,9,12,12,13,6,10,19,11,5,9,11,13,12,10,10,15,4,12,18,10,15,10,14,19,13,14,8,7,11,14,14,15,18,11,17,9,11,9,1,18,10,14,4,4,12,0
455,0,0,0,0,0,0,5,9,8,7,7,13,18,3,8,16,20,12,12,9,2,8,13,4,12,7,13,8,5,20,13,22,12,13,21,10,12,10,11,6,11,11,14,14,16,10,9,8,9,12,14,7,17,6,0
456,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,4,4,6,1,8,3,4,8,6,8,4,5,5,9,11,7,14,0,8,3,4,6,2,2,6,7,8,5,3,1,7,6,3,3,4,9,1,6,5,0
457,0,0,0,0,1,1,2,8,5,1,10,5,2,2,8,3,7,10,5,13,9,8,4,6,5,6,12,14,4,5,7,9,11,7,7,9,6,5,10,8,8,8,10,12,11,7,7,4,3,7,6,2,5,4,0
458,0,0,0,2,0,3,8,8,14,8,9,18,8,5,0,14,12,8,5,6,3,4,16,9,5,1,1,14,6,3,12,7,14,3,5,4,7,6,5,7,11,3,12,9,6,7,4,1,2,14,5,7,14,3,0
459,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,1,0,2,0,0,1,0,0,2,1,2,2,1,2,5,1,2,3,1,0,0,2,1,3,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0
460,1,0,4,2,4,9,7,2,4,3,3,5,2,8,5,6,8,5,5,6,2,10,2,3,3,2,5,7,5,2,6,4,4,5,3,2,6,4,8,3,3,6,6,8,4,5,3,2,0,4,4,3,7,2,0
461,0,1,3,0,0,2,0,0,1,0,0,1,0,1,0,2,0,2,1,1,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,3,0,1,0,0,2,1,1,3,1,0,1,0,0,0,0,0
462,0,0,0,0,0,2,3,3,0,1,0,2,1,5,4,2,2,5,4,0,1,1,0,0,0,1,1,2,1,2,1,1,4,2,1,2,2,1,5,0,0,1,3,3,1,0,1,1,0,3,0,0,3,2,0
463,0,0,0,0,0,1,5,0,0,0,1,3,3,4,4,1,2,2,0,0,1,1,0,0,0,2,1,4,2,3,3,5,3,4,0,1,2,3,1,3,1,2,1,0,2,3,4,1,2,0,1,0,2,0,0
464,0,0,0,0,0,1,3,4,4,1,1,0,0,1,5,1,0,3,0,1,2,2,0,0,0,0,1,1,4,2,2,4,1,2,4,1,1,1,1,3,2,1,4,0,4,2,0,0,1,1,1,0,1,0,0
465,0,0,0,0,0,0,0,2,3,2,2,2,0,2,1,2,2,3,2,1,0,1,1,0,3,0,0,0,1,1,1,1,6,1,0,3,0,1,1,1,2,0,1,0,1,0,2,2,1,1,1,2,2,1,0
466,0,0,0,0,0,1,0,0,0,2,0,0,2,0,2,1,3,2,0,1,0,3,2,0,3,1,1,2,2,3,0,0,0,2,1,0,0,0,2,0,2,4,1,3,0,4,0,1,0,1,2,2,4,0,0
467,0,0,0,0,0,0,6,12,7,12,8,5,4,10,6,7,3,6,4,9,3,4,5,2,6,4,10,8,9,5,5,11,3,11,3,6,1,2,8,8,4,9,6,7,5,8,5,4,6,3,5,3,3,5,0
468,0,0,0,0,0,0,2,4,3,1,0,1,4,5,6,0,2,6,13,6,8,3,1,0,1,2,1,0,0,1,3,0,0,0,0,0,5,1,6,8,5,10,2,11,0,1,0,1,4,5,6,4,8,1,1
469,1,1,0,0,0,2,1,4,3,4,0,1,3,1,6,0,3,6,0,1,4,3,2,2,5,1,2,2,2,1,6,2,0,5,3,2,3,0,5,0,5,2,4,1,3,1,1,2,0,2,7,2,2,1,0
470,0,0,1,0,0,1,5,4,4,2,4,3,0,2,1,1,2,3,2,5,1,1,0,0,5,2,2,2,3,0,1,1,4,3,3,3,4,5,0,2,1,4,2,4,3,2,6,3,2,3,8,4,2,0,0
471,0,0,0,0,0,0,2,1,6,6,5,3,5,1,2,3,4,3,7,7,3,3,2,3,0,3,4,2,4,2,2,3,3,2,9,0,2,1,5,5,1,4,3,1,0,2,2,7,2,3,3,7,6,0,0
472,0,0,0,0,0,0,4,0,0,1,1,1,1,8,1,2,1,0,1,0,0,0,0,0,17,6,13,3,5,8,13,4,4,14,8,8,11,5,11,8,6,8,7,5,5,5,12,3,11,8,13,7,13,2,0
473,0,0,0,0,0,0,0,0,0,1,0,0,1,6,8,8,2,13,10,6,7,5,8,4,9,7,5,9,10,12,5,12,8,5,11,9,8,2,5,11,13,8,9,4,15,10,3,6,6,4,4,5,11,4,0
474,0,0,0,0,0,0,1,2,2,1,3,0,2,2,2,2,1,4,2,4,5,2,2,0,2,4,4,1,1,2,0,7,3,2,4,2,0,1,1,0,1,3,2,4,1,1,0,2,3,4,4,0,6,3,0
475,0,0,0,0,0,0,3,6,7,8,10,4,2,2,8,9,4,5,5,0,19,5,6,4,7,3,11,2,12,7,4,3,11,5,6,7,6,4,6,6,7,4,8,10,2,6,2,0,1,5,4,4,7,3,0
476,0,0,0,0,0,0,5,3,3,3,4,6,8,4,5,4,5,2,3,8,1,7,2,5,6,5,4,5,3,4,3,3,5,9,3,1,6,9,5,2,5,5,3,0,1,7,5,3,1,2,4,6,4,0,0
477,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,2,2,2,3,0,0,1,1,1,0,0,4,4,4,2,2,0,0,0,0,1,0,0,1,1,0
478,0,0,0,0,0,0,3,3,6,8,3,3,3,7,7,4,8,8,7,3,2,4,4,8,6,4,8,7,8,7,4,7,5,6,6,10,9,3,52,6,9,4,2,8,5,9,4,3,2,5,2,4,7,14,0
479,0,0,0,0,0,0,4,6,4,8,4,4,3,6,4,4,4,8,8,1,6,4,0,6,8,2,9,8,7,6,4,4,0,0,0,0,3,4,3,5,5,5,9,9,3,8,5,5,4,2,6,5,9,1,0
480,0,0,0,0,0,0,2,1,0,3,2,1,1,3,4,5,2,1,2,2,1,1,1,3,0,2,1,2,1,4,3,2,0,0,0,1,3,2,3,0,1,0,5,3,2,1,2,1,2,2,2,1,2,0,0
481,0,0,0,0,0,0,3,0,2,0,3,2,2,0,2,3,1,3,1,0,0,0,0,1,0,0,0,4,3,3,3,0,3,1,2,1,1,2,3,3,1,0,1,2,0,3,1,2,1,0,2,5,1,0,0
482,0,0,0,0,0,0,2,3,2,2,1,2,5,2,5,4,3,5,1,5,2,3,2,0,10,5,5,6,3,5,5,6,11,6,3,1,6,1,3,3,3,11,12,4,6,6,10,5,3,4,4,6,3,0,0
483,0,0,0,0,0,0,0,0,4,2,0,3,5,2,9,7,10,7,11,12,5,9,6,6,5,3,2,3,0,1,1,2,0,1,1,3,9,7,5,7,15,3,1,2,4,3,1,0,5,5,10,3,10,4,0
484,0,0,0,0,0,0,4,1,4,4,2,2,1,2,3,3,1,3,1,0,2,0,0,4,3,0,2,5,1,0,0,1,3,1,0,1,1,1,1,2,0,1,6,2,0,1,0,0,1,3,2,2,2,0,0
485,0,0,0,0,0,0,2,0,5,3,1,1,3,1,0,2,0,2,0,1,1,0,2,0,3,3,5,0,2,3,1,2,2,1,1,2,2,2,1,0,1,3,0,3,0,1,4,1,3,0,1,1,4,0,0
486,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,1,1,3,0,0,2,3,0,0,1,2,1,0,0,0,0,0,1,2,2,3,2,0,1,0,0,0,1,1,2,3,1,0
487,0,0,0,0,0,1,2,0,0,3,3,4,1,2,6,1,4,3,4,6,5,2,3,1,4,3,1,1,3,4,2,1,3,2,2,2,3,1,3,6,2,4,2,2,3,4,3,3,2,4,3,2,1,0,0
488,0,0,0,0,0,0,18,22,26,28,19,16,13,23,17,15,20,13,19,21,19,18,21,17,18,11,23,14,20,22,20,22,18,21,23,13,17,9,22,17,22,18,26,16,28,31,19,17,18,19,17,18,21,13,0
489,0,0,0,0,0,1,19,17,22,20,23,21,12,10,19,24,21,23,22,21,20,16,10,16,17,13,21,16,16,25,21,17,32,18,29,22,23,18,20,21,28,19,24,23,22,14,20,18,19,20,18,15,22,5,0
490,2,0,0,0,0,4,23,17,21,21,29,23,22,20,16,23,19,22,20,26,22,39,28,24,25,12,27,14,22,22,17,34,25,28,23,21,28,24,36,18,26,24,29,23,12,27,29,19,23,19,26,32,24,11,0
491,0,0,0,0,1,0,7,11,12,12,16,12,15,9,12,7,7,14,11,11,10,7,12,11,12,8,11,9,11,11,11,11,11,17,14,7,13,9,19,11,11,0,9,10,11,13,9,12,3,7,12,12,7,1,0
492,0,0,0,0,0,1,61,37,53,46,37,44,33,42,44,33,42,38,46,50,48,43,51,46,38,27,46,42,45,42,69,41,40,45,40,42,47,29,43,42,49,48,52,50,43,50,50,40,34,40,44,41,49,22,0
493,0,0,0,0,0,2,5,17,10,9,16,16,11,8,13,13,7,10,5,11,9,19,9,7,8,8,12,13,16,8,14,11,14,14,13,13,11,11,9,5,14,7,12,8,5,10,9,10,9,10,7,3,9,13,0
494,0,0,0,0,0,0,1,7,7,12,9,9,6,6,11,11,7,7,8,3,3,8,9,4,5,4,7,16,5,3,3,7,8,5,4,2,4,0,5,6,11,8,8,6,5,5,5,6,9,4,11,5,8,5,0
495,0,0,0,0,0,0,2,1,7,1,2,2,0,4,3,3,0,2,2,1,4,3,4,2,6,3,2,4,8,1,5,2,1,2,1,2,3,4,4,2,4,5,0,5,6,5,5,2,5,2,3,4,1,1,0
496,0,1,0,0,0,0,19,18,18,14,22,15,16,14,16,15,23,22,14,11,13,18,8,12,15,14,10,17,10,13,11,20,14,16,16,16,7,14,13,15,13,13,18,14,16,17,20,15,16,12,12,12,13,13,0
497,0,0,0,0,0,0,10,5,9,6,8,4,7,4,9,3,6,5,4,5,2,6,2,6,7,2,5,3,7,7,2,6,5,3,4,7,4,5,7,2,6,8,5,6,11,7,6,3,4,7,8,8,8,0,0
498,0,0,0,0,1,0,7,9,8,10,8,6,10,6,4,9,6,6,8,9,9,6,7,6,11,7,8,4,5,6,2,2,5,9,9,7,10,3,5,9,7,4,11,6,3,11,7,4,4,9,8,2,5,1,0
499,0,0,0,0,0,0,7,11,7,6,2,3,7,5,5,7,4,9,5,5,2,3,7,8,5,3,6,7,7,1,3,3,4,8,6,8,11,4,2,3,6,14,6,7,5,9,9,7,10,6,4,7,5,4,0
500,0,0,0,0,0,1,6,7,1,4,5,4,1,2,4,2,3,6,4,5,6,10,5,5,2,3,4,2,6,4,5,5,5,7,5,10,4,6,11,6,3,5,4,8,6,9,6,3,5,6,2,2,6,4,0
501,2,0,0,0,0,0,20,18,18,4,14,11,7,13,11,6,10,11,12,14,13,9,17,13,14,5,9,10,11,5,8,9,10,15,13,12,17,8,15,10,10,13,13,8,15,10,8,10,8,15,8,4,13,8,0
502,0,0,0,0,0,0,6,5,10,4,11,9,4,4,8,9,10,6,3,7,5,9,6,4,6,3,7,4,7,7,6,8,6,4,7,7,15,4,10,4,6,2,5,12,6,9,9,9,4,5,9,6,5,1,0
503,0,0,0,0,0,0,15,17,19,25,14,13,21,14,13,11,15,13,13,22,22,19,14,11,11,8,18,15,11,9,11,15,9,14,11,12,5,15,23,10,10,14,20,24,4,25,15,9,9,21,12,8,14,12,0
504,0,0,0,0,0,2,23,24,21,20,21,40,14,26,32,37,22,46,29,22,21,24,27,34,25,18,40,19,32,35,32,29,28,35,25,24,32,16,26,27,26,17,28,28,23,20,32,15,23,27,14,15,31,6,0
505,0,0,0,0,0,1,6,6,7,8,6,7,5,7,10,5,10,14,5,7,3,3,6,5,6,1,6,4,3,5,5,5,7,5,3,4,2,1,1,4,8,4,7,4,5,4,5,3,4,2,6,3,4,4,0
506,0,0,0,1,2,2,7,32,21,26,28,22,16,29,29,29,32,22,24,39,29,31,21,20,16,12,32,29,36,31,19,25,28,21,22,20,25,17,33,20,30,16,34,20,14,27,19,17,18,24,16,11,19,13,0
507,0,0,0,0,1,0,8,14,11,12,11,14,13,15,24,13,20,17,18,16,14,11,16,11,15,11,16,14,25,20,22,16,19,13,10,5,10,14,20,15,18,15,14,14,15,17,17,8,7,8,11,14,14,11,0
508,0,0,0,0,0,4,51,14,16,15,5,5,11,20,16,20,22,19,19,21,15,24,15,23,15,10,21,15,21,24,19,17,17,18,7,18,15,8,11,18,22,18,17,14,22,15,7,10,10,13,15,10,17,8,0
509,0,0,0,1,0,0,17,15,16,12,15,22,8,15,15,17,22,13,15,18,18,18,30,15,18,5,28,23,28,22,22,12,22,20,22,14,13,11,19,18,19,10,19,16,19,16,17,10,11,19,12,11,11,0,0
510,0,0,0,0,0,0,7,15,13,15,3,11,4,16,16,11,18,10,15,16,12,8,14,8,7,7,20,12,7,8,15,12,10,5,6,6,8,15,8,7,13,13,10,10,14,12,13,10,7,18,9,6,9,5,0
511,0,0,0,0,1,0,9,17,10,18,20,17,8,8,17,13,14,19,13,21,15,18,20,19,11,20,15,20,13,15,17,15,16,21,14,13,16,11,10,8,10,12,19,22,12,16,12,15,8,24,6,9,9,6,0
512,0,0,0,0,0,0,17,24,29,26,26,18,10,16,32,23,30,28,28,33,37,30,41,14,23,16,36,24,26,42,24,21,23,38,15,9,26,22,34,23,27,19,29,35,20,27,20,10,11,20,13,15,17,3,0
513,0,0,0,0,0,1,8,2,9,8,4,2,3,2,9,3,9,9,10,5,2,3,3,4,8,4,7,5,5,4,5,5,3,7,3,3,2,0,3,4,2,6,3,5,4,3,3,6,4,2,3,4,4,1,0
514,0,0,0,0,0,0,4,4,7,5,8,4,3,3,5,8,7,10,6,8,7,2,6,3,5,2,0,5,8,8,1,6,3,1,2,3,3,2,3,3,2,3,4,6,6,1,5,2,1,7,4,0,2,0,0
515,0,0,0,0,0,0,5,6,0,1,6,5,2,1,2,3,7,7,5,7,4,3,1,2,3,1,1,2,4,3,3,4,0,1,3,1,2,0,2,7,5,0,8,7,4,3,4,1,3,5,3,3,3,1,0
516,0,0,0,0,0,0,29,23,36,14,51,32,10,17,30,28,20,47,16,22,20,16,16,16,14,9,35,19,27,34,27,15,21,16,13,20,12,6,16,21,16,11,24,24,15,26,17,8,11,25,23,20,13,4,0
