P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
8139_3,30,64,1,94,48,58,64,10,58,73,40,26,85,93,78,62,12,63,99,52,52,95,78,59,84,64,35,0,16,88,92,94,1,83,21,78,100,8,28,67,81,36,53,49,74,96,33,73,92,61,37,51,42,91,1,45,44,76,81,68,52,30,24,20,3,36,19,22,15,12,89,61,30,100,16,47,8,100,58,91,38,25,83,38,33,6,56,79,26,14,5,93,95,48,37,19,84,87,12,35,97,16,33,57,77,36,74,72,57,68,19,34,88,30,78,35,10,39,56,23
8139_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8140_0,44,27,40,99,18,89,27,39,73,92,18,63,66,33,5,34,64,1,36,53,88,79,10,86,61,17,18,10,89,91,42,24,50,24,41,49,16,25,86,7,44,11,63,94,19,12,12,5,60,41,2,34,46,82,81,92,23,73,60,90,12,52,6,21,60,45,83,81,42,14,73,16,84,42,82,22,59,2,86,74,98,45,95,75,1,19,36,81,65,68,57,71,10,4,20,26,8,36,81,41,88,23,81,88,50,45,51,72,69,51,2,20,27,64,94,17,35,86,1,71
8140_1,26,59,2,28,90,62,89,95,61,16,48,45,34,43,77,96,98,97,15,7,30,93,9,84,7,30,34,9,22,28,20,83,4,68,85,17,21,72,80,82,26,29,100,9,61,5,30,13,59,75,6,42,75,61,28,42,74,92,81,76,99,27,9,66,0,79,94,36,84,50,61,93,34,98,51,89,8,57,46,33,47,100,83,34,61,77,10,79,46,32,34,91,43,0,49,16,95,74,67,31,78,79,37,85,23,63,2,99,52,94,89,85,20,55,9,29,6,36,82,68
8140_2,79,31,14,29,20,14,5,45,93,52,92,5,9,18,17,87,6,74,7,71,54,58,27,12,28,7,28,81,74,57,59,63,18,8,41,97,3,25,78,0,75,67,82,70,15,31,21,41,1,50,12,85,73,85,56,93,68,36,41,11,43,99,35,76,37,83,57,47,19,38,59,53,73,98,26,19,97,89,80,40,75,23,76,69,6,50,70,86,8,52,78,3,100,67,39,41,6,84,63,90,6,0,66,100,14,60,45,90,96,13,66,4,42,45,78,93,38,33,100,7
8140_3,28,71,36,94,34,31,59,99,19,89,85,83,72,73,22,30,43,53,82,74,96,86,78,27,6,30,71,64,42,78,71,32,77,22,79,57,77,1,68,88,15,47,77,57,35,84,20,58,79,88,67,51,78,81,2,56,56,100,10,42,65,4,52,33,46,11,96,71,52,24,53,6,43,56,73,30,17,56,99,30,54,68,39,16,52,76,4,70,79,28,46,83,93,17,26,20,9,96,89,49,86,87,27,50,87,27,1,19,83,45,17,88,17,59,86,43,39,96,64,99
8140_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8141_0,52,67,56,63,62,12,64,89,2,84,59,12,90,94,69,99,61,50,1,58,0,19,20,45,95,33,44,13,39,4,67,79,38,43,10,100,56,7,42,27,17,20,67,9,84,97,43,49,83,34,18,60,25,15,90,37,75,93,90,75,77,3,17,82,41,83,15,52,78,43,40,55,74,62,96,98,72,42,34,60,14,44,98,42,93,36,14,53,39,89,11,14,36,56,44,37,8,11,78,8,87,20,89,76,38,41,74,7,6,45,45,78,23,29,72,66,32,10,76,73
8141_1,11,87,41,30,61,17,15,47,36,5,97,62,37,77,87,73,78,91,73,83,13,61,72,72,90,100,51,17,72,9,33,3,13,33,22,68,28,16,66,15,11,34,56,39,95,53,60,40,78,73,14,98,95,70,80,63,85,41,44,54,3,74,85,73,42,14,40,61,82,63,96,71,17,5,0,99,48,51,60,44,70,50,37,96,31,85,55,65,78,99,93,43,78,37,44,10,55,23,17,12,28,56,50,47,12,44,48,98,19,98,95,64,63,87,94,38,57,71,16,41
8141_2,37,18,23,26,55,53,76,90,55,50,67,70,21,77,62,14,6,8,99,64,62,65,11,23,14,67,80,19,49,86,99,27,32,30,76,42,61,85,46,60,67,90,94,15,27,11,34,46,71,90,20,93,59,42,40,97,94,51,1,1,15,80,68,82,81,72,64,9,47,60,51,83,72,85,52,88,20,29,34,33,65,91,39,19,85,9,48,52,25,2,10,70,26,29,76,18,23,73,78,85,75,51,20,9,81,28,72,32,7,48,5,18,7,33,75,33,66,83,57,38
8141_3,77,0,32,69,13,13,57,25,85,87,4,38,42,67,82,14,59,63,44,18,15,90,57,93,79,24,73,88,81,83,54,20,31,28,78,42,58,93,70,26,94,60,29,79,70,62,35,95,75,71,77,46,2,25,28,21,64,5,93,66,24,21,48,63,8,45,9,2,20,87,27,89,50,41,82,65,59,15,94,30,61,26,43,17,68,32,75,40,36,71,3,36,78,51,48,75,77,60,29,76,31,67,77,65,42,25,18,39,9,53,21,78,95,60,90,8,100,65,40,40
8141_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8142_0,42,80,33,72,66,27,30,80,13,51,59,33,30,1,13,95,60,32,23,2,58,38,60,98,26,18,99,53,99,63,98,31,92,84,62,18,81,93,16,22,89,53,60,83,74,5,58,27,87,5,99,46,69,10,20,82,100,27,85,18,35,3,76,42,37,21,66,51,62,44,44,86,77,80,64,77,6,50,54,62,76,9,97,27,19,72,95,19,36,84,2,62,8,44,68,85,74,4,63,95,36,66,60,97,81,94,59,5,57,72,5,50,46,49,90,45,87,73,19,60
8142_1,42,73,65,0,34,100,56,90,15,49,26,68,0,28,80,16,58,42,62,84,46,2,35,64,32,82,44,62,59,100,24,70,15,35,10,18,37,13,37,99,32,59,70,95,32,12,28,61,93,67,4,82,49,11,42,69,40,38,22,69,29,55,72,27,37,38,26,17,78,39,74,4,2,24,55,86,77,70,28,89,65,1,35,22,17,20,90,96,72,54,47,16,99,96,35,72,96,65,2,50,65,47,0,97,57,34,52,7,10,73,95,87,61,9,77,16,58,63,22,15
8142_2,63,54,18,80,5,15,15,1,74,24,23,31,57,81,24,100,52,59,10,42,3,16,78,12,58,68,89,91,75,95,31,95,38,31,94,33,53,59,57,82,70,87,96,2,51,95,39,96,44,90,34,39,17,32,17,14,26,49,78,0,98,96,9,23,11,94,88,56,34,80,86,85,51,55,19,45,92,61,92,87,25,98,92,1,59,75,71,37,24,0,28,99,69,56,57,95,30,54,95,8,26,91,14,69,78,13,17,54,12,64,33,47,97,72,32,46,72,26,25,8
8142_3,29,45,37,29,43,56,25,13,73,62,59,37,59,84,55,91,11,99,26,60,87,74,33,51,17,0,57,4,24,47,76,32,30,56,57,54,85,47,27,38,90,4,27,44,74,67,100,36,65,84,32,77,22,82,39,28,85,77,34,15,67,27,39,90,60,55,93,24,89,87,31,31,23,71,73,2,34,81,48,4,34,100,34,15,0,8,90,82,16,34,26,41,46,50,24,1,68,27,93,58,49,84,19,56,43,60,56,27,46,45,0,22,39,64,35,2,94,24,31,53
8142_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8143_0,23,41,87,74,63,69,98,76,32,1,34,18,42,31,30,45,52,47,67,14,5,26,82,7,44,95,30,9,38,8,35,90,96,22,90,94,22,100,87,24,44,75,14,4,98,56,57,44,3,15,82,2,55,67,7,99,80,24,76,33,48,91,11,68,19,90,89,10,12,30,87,75,39,41,83,1,21,30,12,24,20,5,87,41,93,15,49,55,7,82,27,5,12,49,35,68,3,7,84,31,58,79,24,55,48,96,68,47,5,100,61,45,29,35,29,16,21,20,78,29
8143_1,89,40,62,35,60,18,56,5,3,9,40,96,61,24,52,60,63,96,14,13,57,1,73,8,43,21,32,23,68,97,67,94,59,8,50,80,76,2,86,40,2,4,62,95,70,79,16,41,25,9,59,52,90,43,14,34,14,5,63,3,46,46,13,27,28,68,44,92,28,57,33,98,26,23,96,35,63,28,5,58,60,17,34,59,71,90,44,87,41,78,54,98,96,83,10,87,43,32,63,28,1,2,80,66,100,69,95,2,42,22,12,99,7,18,0,74,37,88,47,27
8143_2,69,97,25,80,0,93,83,82,95,21,43,10,18,87,72,58,16,42,83,8,35,90,87,9,10,41,37,66,66,18,52,73,46,13,71,45,57,26,56,69,51,22,43,82,44,0,59,67,97,26,84,20,69,62,39,73,7,47,29,48,11,10,5,2,36,80,42,67,60,98,84,89,31,26,21,20,54,10,1,31,16,97,52,92,33,76,38,33,52,27,68,17,76,91,70,58,16,96,23,95,78,51,86,68,42,36,25,63,47,29,67,5,6,34,22,61,85,58,29,69
8143_3,78,2,79,9,95,99,66,87,37,61,24,18,12,52,15,35,77,62,46,38,50,41,61,53,38,81,33,31,66,29,24,80,84,99,32,57,96,100,17,76,16,16,46,66,83,71,82,80,29,45,57,8,9,43,84,19,52,83,28,6,8,60,47,96,61,80,63,0,90,99,9,88,66,31,94,65,91,27,96,13,4,46,33,5,77,51,6,100,44,65,47,41,72,42,87,21,93,10,90,0,78,17,15,76,31,37,34,5,0,46,100,87,92,6,93,38,30,13,5,86
8143_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8144_0,34,6,52,50,88,83,99,47,15,34,97,36,82,64,36,9,30,69,95,50,78,47,65,79,1,21,83,27,21,78,24,61,78,100,82,34,82,81,46,82,21,57,48,81,39,16,29,10,90,23,8,1,20,57,46,1,83,11,58,92,100,56,87,4,96,51,6,49,8,7,70,100,15,63,7,79,17,88,93,35,72,56,63,42,65,66,56,7,10,9,98,17,21,85,28,85,9,32,60,70,39,26,22,27,12,48,19,27,57,34,24,23,2,51,35,49,79,71,28,43
8144_1,76,35,10,31,40,76,81,22,59,69,6,84,54,57,67,77,81,54,49,68,100,56,94,92,10,98,17,58,57,63,51,2,53,39,74,0,60,60,47,3,3,41,15,56,40,34,95,74,79,8,25,44,29,34,13,55,1,69,82,85,94,42,9,79,10,42,65,88,58,85,64,64,49,6,7,2,81,21,72,14,27,8,11,73,77,33,95,100,5,54,19,35,19,44,17,96,46,96,14,42,3,12,31,92,65,32,36,86,17,95,49,78,72,48,100,32,4,86,73,95
8144_2,25,54,3,1,32,12,81,16,57,96,94,16,31,48,72,10,9,89,32,84,52,57,10,41,16,59,31,55,28,1,28,58,27,84,56,6,6,57,69,61,64,17,25,66,58,22,93,27,17,74,43,42,40,7,40,75,89,21,55,73,70,18,89,23,77,5,37,74,19,85,28,1,96,92,87,42,34,39,30,36,19,61,39,80,95,71,39,7,34,0,46,70,97,16,50,57,59,63,37,71,60,45,51,73,69,14,25,4,96,78,45,91,16,31,43,11,5,26,23,81
8144_3,50,6,39,26,96,52,13,80,49,0,63,49,95,38,43,32,69,40,69,45,2,45,44,0,76,58,68,18,70,93,76,14,73,68,67,87,30,9,22,4,53,5,95,78,3,79,81,42,26,22,84,75,52,78,4,88,47,21,68,45,81,43,94,75,33,18,87,67,82,36,61,37,61,4,9,75,6,74,88,5,15,88,24,1,54,61,91,51,1,98,48,43,17,66,90,60,13,23,14,11,41,55,99,14,97,55,76,29,16,86,90,35,8,21,99,34,25,0,15,97
8144_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8145_0,4,81,17,55,22,8,59,28,88,46,42,30,84,41,49,65,75,37,46,39,42,96,72,4,95,90,58,79,86,17,53,56,33,45,52,65,3,28,16,95,44,66,26,100,70,63,31,78,53,79,54,100,43,59,2,33,24,75,83,81,76,58,67,63,76,53,99,58,15,83,47,22,70,0,55,62,73,95,66,52,97,7,93,55,1,71,36,4,79,51,19,28,96,7,98,86,48,37,15,60,16,95,35,88,34,53,40,30,100,27,39,83,41,67,35,100,65,48,89,49
8145_1,63,3,36,77,86,17,6,97,27,38,59,45,9,16,0,27,31,30,58,52,53,50,34,0,1,26,75,93,58,9,62,25,94,7,67,47,58,72,0,6,26,66,2,93,33,26,93,26,40,32,94,18,43,83,75,75,89,29,49,51,100,94,25,75,30,79,39,33,74,22,31,48,21,66,2,23,8,85,65,93,29,97,43,31,98,49,18,90,91,98,91,62,28,36,41,63,98,33,6,53,54,23,83,92,94,63,30,7,70,54,60,56,17,70,19,39,50,52,6,3
8145_2,68,95,42,66,98,5,26,89,50,3,81,51,38,11,90,53,96,56,57,7,51,37,54,41,47,24,29,47,81,96,63,93,28,11,75,20,48,97,43,61,10,60,98,77,10,50,91,42,27,52,83,65,37,44,98,100,83,85,83,58,36,80,59,38,55,63,83,74,97,37,18,48,77,7,77,6,100,19,95,62,58,43,28,68,76,22,65,77,52,45,64,73,21,24,98,78,91,39,53,72,77,31,43,48,48,4,48,89,53,89,12,94,90,45,6,67,81,67,54,15
8145_3,30,91,92,32,94,58,50,99,16,82,37,76,34,96,49,44,74,37,77,12,83,47,55,100,58,80,47,49,13,51,19,38,7,28,1,20,78,23,38,32,90,10,4,26,59,48,29,35,29,100,49,23,52,95,8,42,27,10,40,85,25,54,96,66,39,38,72,2,57,46,69,63,15,49,60,56,2,3,74,26,32,100,57,11,68,14,52,19,73,45,50,45,31,9,62,76,62,24,30,48,74,83,60,28,84,99,48,42,92,43,91,22,26,92,41,10,17,84,12,29
8145_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8146_0,38,3,97,94,95,16,97,13,8,41,37,0,89,13,69,100,42,91,6,34,100,74,35,56,32,56,46,67,0,52,42,41,3,81,31,67,86,70,97,18,72,99,23,14,75,8,65,68,77,74,26,41,22,54,22,70,52,37,86,64,24,28,33,10,60,59,29,14,25,52,37,43,83,65,91,63,70,12,73,49,62,0,9,97,8,7,18,0,25,34,4,92,33,5,5,80,28,69,98,100,97,28,11,53,100,60,45,61,99,36,45,48,45,76,64,31,47,99,12,11
8146_1,3,36,95,1,11,62,66,66,66,35,34,29,76,33,0,15,34,39,8,15,1,49,57,60,58,57,9,14,85,71,15,72,26,29,30,49,63,24,47,82,56,9,62,27,14,7,51,58,2,84,58,28,66,68,68,52,71,66,2,41,100,54,96,39,23,1,67,40,26,43,81,64,40,88,72,18,82,12,55,11,100,50,5,43,83,34,17,89,64,83,23,94,43,45,50,76,13,37,73,42,77,58,93,34,8,99,88,38,78,43,50,64,43,7,98,71,5,6,38,84
8146_2,84,86,32,34,8,94,1,82,100,68,18,54,16,87,60,54,4,58,54,22,79,9,12,51,97,87,1,2,46,74,92,86,9,14,75,38,28,61,84,12,67,40,78,20,41,50,82,80,41,11,79,89,58,42,6,78,21,19,15,34,34,98,69,42,35,7,25,57,23,57,18,35,99,7,83,24,70,69,30,21,3,39,30,28,58,88,24,57,91,49,38,95,27,42,68,63,96,55,27,79,59,11,84,57,88,85,6,0,7,33,79,32,23,22,71,21,79,42,60,90
8146_3,75,25,53,63,66,37,78,94,57,81,72,93,9,38,56,28,60,85,5,76,66,45,34,74,85,57,32,3,82,98,76,24,56,61,23,100,14,50,13,16,90,41,8,93,76,0,12,16,13,3,36,76,51,41,32,94,98,5,75,79,39,100,14,28,28,19,34,34,25,71,6,14,53,21,44,41,96,72,67,43,14,29,32,91,60,80,6,32,85,22,3,68,13,14,12,100,49,41,20,64,86,55,29,100,66,73,54,81,61,86,83,13,2,60,15,31,23,61,23,61
8146_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8147_0,78,53,28,34,61,37,79,5,18,9,11,92,5,18,20,100,85,68,4,4,10,39,94,82,16,71,97,13,78,66,25,62,42,67,18,64,44,44,35,67,11,21,53,67,59,99,82,7,36,11,63,79,48,22,48,54,100,41,26,66,56,69,96,92,12,43,86,28,49,42,10,73,51,69,8,61,55,72,55,94,3,8,38,82,40,45,82,90,71,99,50,33,66,2,18,70,81,46,8,39,98,93,46,38,37,41,100,36,50,18,85,74,84,87,79,93,61,27,11,68
8147_1,1,63,12,96,6,55,54,1,46,61,80,57,3,18,25,56,56,81,23,37,34,45,23,16,47,32,5,71,31,35,46,25,55,30,16,75,29,47,17,30,33,80,66,66,87,76,98,92,75,89,17,89,33,88,80,95,8,0,14,98,13,79,98,3,98,49,12,60,22,9,85,37,49,99,81,81,14,53,96,98,65,47,23,38,26,39,0,98,14,72,49,72,21,54,40,47,92,84,82,54,63,42,60,4,49,36,69,74,15,86,98,85,33,67,57,25,41,82,86,93
8147_2,48,16,38,36,45,27,51,11,52,28,28,55,51,37,91,1,91,82,92,63,37,57,10,73,64,12,61,46,74,25,76,75,22,39,39,60,13,36,99,98,43,50,43,60,6,77,81,46,56,32,55,96,73,48,31,20,75,83,52,45,23,54,8,57,75,65,2,4,8,64,18,91,95,9,63,42,68,52,37,15,67,73,81,88,57,20,7,59,50,78,84,82,80,15,62,41,9,88,66,24,34,64,66,89,69,75,43,82,40,71,34,23,2,27,83,2,84,24,29,88
8147_3,79,69,5,29,79,96,62,40,31,8,30,18,24,1,93,59,75,82,8,23,22,20,19,46,8,76,49,27,61,19,26,48,27,69,96,8,86,94,35,61,82,89,57,26,75,40,85,0,62,2,16,76,37,77,38,82,1,64,71,74,69,49,7,8,35,23,53,63,4,63,79,28,86,37,56,41,57,78,67,19,79,62,80,4,17,57,26,89,35,100,61,83,40,57,75,25,54,10,7,35,10,51,65,64,4,51,47,54,55,84,2,20,98,35,34,16,78,45,34,15
8147_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8148_0,33,5,28,35,43,73,54,71,91,31,97,97,98,68,86,42,94,94,92,91,5,9,44,68,91,1,94,14,82,39,92,38,46,44,83,1,91,58,24,95,13,78,6,53,32,45,34,41,5,65,93,61,34,0,70,64,59,64,18,77,62,18,15,88,28,68,72,11,69,53,1,44,4,68,98,83,35,24,65,50,65,81,56,0,97,23,67,2,88,69,3,61,82,78,7,11,58,91,37,91,51,33,78,65,71,58,37,11,97,74,63,0,89,59,11,8,22,65,10,42
8148_1,58,0,49,28,37,43,55,44,35,37,68,45,93,64,59,14,44,88,87,11,76,5,46,97,68,82,44,30,73,15,85,83,21,5,35,22,56,64,8,29,11,33,99,49,10,14,64,84,43,40,80,32,99,44,12,99,95,32,96,53,68,37,76,84,62,45,26,70,25,57,7,38,5,1,38,31,39,81,82,63,79,82,63,25,38,62,99,81,2,95,23,80,92,56,15,73,50,45,61,95,27,72,76,23,100,15,26,18,6,2,95,89,47,45,6,91,50,61,71,95
8148_2,14,62,71,67,45,39,65,83,21,17,12,34,90,25,28,94,92,64,98,48,93,25,97,91,38,23,21,53,81,65,0,43,42,56,19,4,20,35,36,23,19,65,71,75,37,34,46,40,50,58,4,35,18,87,74,70,7,71,8,49,61,97,61,33,72,97,77,100,15,58,51,1,100,78,87,35,51,98,52,83,92,72,17,79,0,46,68,77,100,41,93,99,76,83,81,46,56,31,15,34,63,16,61,76,92,45,95,0,38,38,73,2,43,29,7,14,94,18,10,100
8148_3,73,31,44,41,34,36,62,33,47,19,59,81,85,21,100,5,30,8,26,53,39,43,98,95,33,14,65,50,29,29,100,60,13,98,77,86,28,64,85,43,46,67,50,2,52,21,54,27,74,49,57,24,67,9,66,99,89,49,46,40,34,25,98,58,76,59,20,39,11,8,41,12,65,26,82,92,48,27,100,58,94,21,3,8,78,94,0,97,76,93,77,66,85,30,67,5,80,56,76,68,74,0,35,59,54,57,69,59,41,7,93,25,97,71,71,58,93,22,48,63
8148_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8149_0,90,53,13,95,59,53,39,96,63,78,41,52,58,76,95,60,12,83,60,61,14,25,45,6,58,72,72,22,54,68,83,47,82,6,6,33,16,37,79,9,83,36,79,12,57,0,25,50,62,35,33,28,29,26,42,82,16,26,92,73,95,50,53,29,16,80,46,31,58,97,14,36,28,12,30,31,90,79,62,82,28,15,95,55,86,93,96,15,18,70,29,7,48,17,86,48,5,58,24,62,1,41,63,8,5,78,39,65,11,26,77,84,28,38,31,44,53,90,84,88
8149_1,17,14,1,74,55,2,34,88,55,31,30,59,80,99,46,1,56,24,42,34,89,28,76,26,32,68,27,84,34,45,14,78,58,58,37,94,54,14,41,68,81,55,42,37,54,72,5,60,46,24,38,50,6,87,88,68,66,64,8,64,12,46,55,82,33,82,23,56,12,72,25,74,16,26,40,31,23,49,12,30,75,89,6,29,60,15,99,21,99,61,94,2,64,14,27,91,65,8,46,65,62,82,29,52,29,19,54,57,52,9,75,35,44,31,96,11,17,17,73,58
8149_2,78,20,79,72,36,87,22,87,72,86,77,96,53,28,44,80,57,62,59,94,76,26,47,67,52,2,86,12,87,10,62,96,72,24,91,33,3,16,45,47,78,33,95,28,67,96,55,64,32,86,29,82,72,53,84,52,80,91,49,30,61,0,53,56,65,61,20,65,78,88,77,71,24,48,94,52,43,28,81,49,13,90,90,17,70,62,34,96,81,93,9,79,39,41,92,26,51,29,55,26,18,51,50,72,89,86,24,48,30,36,33,68,99,40,14,12,12,43,78,10
8149_3,10,47,1,62,2,91,78,18,3,89,85,59,81,84,32,13,5,45,23,29,15,88,11,78,70,76,8,46,86,87,3,68,19,38,100,46,13,47,14,84,55,40,1,42,78,82,86,57,31,42,94,54,48,37,87,9,46,90,20,43,7,27,26,65,67,27,7,20,28,96,76,41,78,24,48,34,46,82,49,38,10,44,13,30,100,1,27,65,32,72,38,91,100,48,10,18,95,88,56,82,76,77,91,60,44,81,99,99,40,6,74,90,59,93,75,56,63,71,39,41
8149_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8150_0,71,37,53,28,41,50,6,40,50,98,23,72,9,53,82,74,56,51,20,21,18,58,81,45,82,18,60,50,82,13,22,21,30,89,49,51,61,82,45,100,100,45,75,55,2,79,9,74,90,61,4,95,46,87,76,52,17,78,47,24,95,5,36,27,61,84,18,34,18,12,60,0,0,91,87,57,58,6,100,85,90,56,98,19,89,69,42,3,51,18,74,68,16,32,24,30,81,63,54,100,73,79,41,87,73,64,7,7,56,93,64,58,65,43,41,32,44,35,62,32
8150_1,86,94,44,6,35,16,10,64,86,83,24,1,90,40,18,28,64,13,3,63,56,21,48,13,32,6,23,30,44,46,84,37,44,96,88,3,68,27,12,76,19,96,40,5,27,96,89,53,74,85,18,22,69,78,90,50,6,45,15,90,14,23,96,77,93,43,85,50,52,45,53,29,46,20,77,57,88,71,15,83,33,35,86,35,71,28,16,28,8,77,16,92,35,15,97,3,11,12,49,37,46,61,2,20,94,30,13,45,82,24,86,93,14,40,25,98,12,98,36,11
