P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
556_2,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299
556_3,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
556_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
557_0,89,5,7,72,2,31,19,17,39,32,17,78,32,44,64,26,89,95,29,99,91,21,35,71,76,28,76,51,100,95,39,39,4,57,28,7,26,43,66,50,77,72,10,12,14,74,34,97,1,54,29,74,44,45,75,46,43,0,55,46,94,5,12,56,92,39,52,38,77,4,90,93,46,77,64,90,61,17,22,47,29,31,44,9,8,83,83,96,28,69,44,85,39,98,88,23,73,32,94,40,98,23,80,25,57,100,59,63,27,48,0,50,51,93,23,81,49,69,5,94
557_1,88,29,61,38,39,26,35,23,87,43,82,1,74,60,63,19,51,29,79,93,1,76,82,90,86,13,42,57,46,44,63,21,15,26,53,78,60,23,25,57,88,42,4,33,36,52,18,92,76,18,99,94,59,82,51,16,58,65,59,79,58,51,100,71,22,24,74,55,30,50,21,32,30,29,35,9,57,93,7,34,97,33,16,1,50,91,21,21,57,19,7,78,13,74,15,45,90,20,93,31,77,54,22,17,27,87,36,0,49,59,55,32,87,46,5,26,93,89,42,34
557_2,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532,9532
557_3,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593
557_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
558_0,55,74,82,57,47,69,83,85,10,19,91,9,83,34,57,5,55,73,3,31,6,96,17,90,19,14,66,95,54,49,35,86,21,13,89,87,90,4,99,92,78,64,26,60,27,17,94,82,46,68,56,79,28,34,69,44,12,62,100,30,21,95,15,83,50,24,100,65,94,68,67,66,91,38,58,78,55,0,28,43,36,88,29,46,31,31,15,68,36,81,59,88,100,67,24,54,18,60,71,24,6,63,45,61,23,24,57,23,59,31,25,41,98,56,80,8,44,25,77,87
558_1,54,59,72,85,99,60,48,65,43,61,85,34,64,64,7,61,89,70,2,37,43,36,73,15,71,27,47,45,69,43,9,48,66,98,86,5,4,99,46,92,64,2,96,65,41,95,71,81,60,98,38,54,52,32,53,49,40,47,43,49,73,58,5,20,96,9,57,77,82,68,100,42,73,62,77,1,25,31,89,66,23,45,28,29,67,60,64,10,30,30,87,85,44,77,97,69,20,83,83,92,62,26,91,65,81,51,33,57,15,28,29,48,66,99,62,86,37,12,24,3
558_2,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581
558_3,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
558_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
559_0,84,4,30,64,23,25,19,92,83,69,97,65,40,12,64,50,26,87,12,34,31,17,55,54,35,94,30,5,22,64,62,75,87,41,44,3,10,99,30,91,88,14,83,41,66,66,74,95,80,10,70,78,87,39,14,96,24,84,25,44,39,94,33,82,50,26,95,67,67,28,61,42,90,9,83,23,62,59,73,69,28,63,50,17,82,75,61,83,75,50,47,96,99,47,8,59,48,53,74,28,91,39,2,78,66,29,7,90,64,21,96,5,21,98,73,71,94,5,35,82
559_1,19,40,57,27,34,7,83,85,83,13,27,26,95,93,26,60,79,100,7,32,62,98,96,71,13,18,19,98,19,19,50,41,31,36,76,60,82,45,40,86,6,59,0,53,1,77,76,53,92,67,76,45,14,0,100,10,23,89,40,42,38,93,70,46,37,67,58,70,80,21,62,86,15,47,31,50,0,40,78,60,56,80,38,40,67,57,47,31,19,26,51,7,50,27,96,55,36,60,51,74,68,64,99,58,28,2,83,14,17,15,91,14,23,91,3,26,32,34,55,16
559_2,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022
559_3,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673
559_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
560_0,35,46,98,16,70,15,52,41,35,16,68,37,29,62,27,76,7,51,52,84,18,66,37,90,75,20,16,81,28,1,53,71,29,14,26,45,6,39,27,42,44,63,51,4,25,2,14,25,84,97,44,23,98,43,13,86,68,98,13,31,70,6,29,61,64,65,88,39,83,21,75,38,69,98,86,72,22,82,89,29,15,14,93,29,55,0,3,10,13,82,0,37,38,76,18,5,66,100,11,39,20,20,39,54,20,78,36,82,33,86,18,42,41,78,8,100,23,32,5,89
560_1,74,65,23,56,31,13,82,36,19,30,74,53,1,46,29,81,83,66,52,58,19,86,2,63,89,70,97,57,49,69,59,57,100,63,30,72,24,19,71,58,56,62,52,23,66,8,68,4,88,97,84,11,23,66,71,25,97,70,13,21,76,56,66,64,55,33,70,73,49,28,69,37,45,7,29,70,11,45,0,86,41,27,97,28,37,39,62,15,18,15,100,39,37,2,5,93,22,62,30,45,37,68,87,82,76,37,46,29,31,14,47,22,8,17,100,61,23,49,71,94
560_2,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098,18098
560_3,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852
560_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
561_0,20,75,5,17,90,66,11,96,94,69,54,27,16,84,68,3,76,38,72,16,60,65,24,68,90,26,79,58,72,52,54,11,10,61,4,79,35,53,19,76,33,96,4,30,29,2,92,48,8,23,80,7,54,15,52,12,82,42,61,75,18,78,70,98,99,20,81,61,58,16,95,13,80,10,78,68,77,87,69,61,70,86,12,31,65,2,44,44,88,79,96,25,80,64,75,6,22,63,23,35,6,94,51,1,63,96,97,85,8,77,61,35,26,40,13,31,40,40,46,96
561_1,79,55,71,2,21,8,30,11,89,67,90,28,13,99,9,1,50,9,98,16,68,7,6,44,80,58,68,22,75,65,45,94,9,67,89,82,44,76,13,72,85,46,16,27,60,50,79,75,61,18,3,70,86,59,54,96,71,22,54,49,42,76,62,11,92,84,53,33,36,89,96,98,43,34,47,24,39,22,11,16,50,20,63,9,68,49,14,45,11,11,67,100,51,19,56,30,34,30,48,42,80,44,58,89,82,54,9,86,25,57,3,35,25,49,36,37,100,40,73,79
561_2,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721,7721
561_3,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
561_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
562_0,30,76,92,18,21,67,91,1,30,23,36,12,72,3,72,80,90,39,74,74,29,84,21,6,64,61,50,64,33,49,83,8,9,100,36,83,38,32,26,53,100,52,28,97,52,65,32,95,1,51,34,31,58,0,99,97,30,35,52,30,30,31,38,48,17,40,31,48,12,74,0,10,27,78,38,81,100,52,4,45,88,30,37,84,96,74,94,90,20,31,93,48,33,63,33,48,42,100,50,66,2,57,34,44,90,63,13,98,7,17,21,100,29,84,70,74,70,54,34,65
562_1,14,30,5,51,25,23,20,39,0,87,28,22,40,78,77,13,10,45,29,13,46,96,41,45,83,99,43,95,94,8,39,51,65,20,0,60,41,69,83,94,95,49,36,69,27,68,63,23,11,30,61,38,42,2,89,78,27,45,57,84,100,9,50,69,31,97,13,7,58,86,99,79,7,60,60,95,73,17,5,54,35,69,25,8,21,41,78,23,58,10,65,16,98,36,25,36,36,25,6,13,72,42,19,56,79,21,0,58,21,7,41,18,91,76,24,47,52,83,16,99
562_2,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813,4813
562_3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
562_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
563_0,47,61,50,30,49,50,72,43,13,3,56,87,61,72,10,8,4,93,49,98,91,63,84,36,19,58,44,7,71,73,28,14,3,54,96,15,22,38,49,60,80,87,45,93,43,40,29,84,73,76,27,85,31,67,34,77,17,25,65,2,64,73,51,61,78,60,34,60,57,17,74,53,39,18,97,43,12,67,80,48,77,59,0,22,81,28,35,50,98,4,12,28,25,8,34,4,15,87,98,45,36,41,96,81,41,35,6,78,77,77,63,45,57,15,89,99,46,93,84,46
563_1,45,6,31,28,56,36,50,70,81,14,67,17,47,58,1,63,99,91,99,0,65,85,84,35,57,56,8,48,98,13,100,80,69,14,89,40,61,74,38,91,10,15,34,86,98,88,65,91,48,39,43,41,9,70,25,61,28,29,39,62,3,51,4,84,61,74,42,82,80,8,94,45,16,71,90,6,100,95,68,24,75,2,16,74,28,22,26,52,96,57,61,13,92,83,51,22,94,14,73,0,40,97,51,37,54,21,40,89,39,64,8,87,25,15,93,15,93,60,57,58
563_2,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660,8660
563_3,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452
563_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
564_0,63,97,19,95,50,83,90,77,6,85,41,89,61,62,14,11,34,34,84,49,15,60,26,38,2,92,6,4,26,14,46,80,65,53,79,81,86,61,60,91,24,41,29,61,44,67,17,81,70,98,59,17,60,39,90,17,85,19,66,53,92,52,51,87,100,57,17,10,1,77,78,96,84,3,25,17,59,82,70,92,3,44,39,45,54,72,38,13,98,3,94,52,11,20,75,73,4,48,58,4,63,5,85,60,63,71,71,50,36,100,98,20,80,10,2,7,70,38,67,99
564_1,53,7,44,49,98,72,92,3,6,91,90,42,16,77,68,62,32,97,61,89,37,64,0,14,14,50,42,92,93,62,39,87,14,23,4,29,70,87,16,27,33,21,8,6,44,20,37,79,15,37,1,73,30,39,80,77,12,15,44,59,89,26,42,39,61,7,100,8,74,8,94,34,15,60,55,72,46,73,92,83,91,95,51,25,77,24,94,59,90,99,59,74,43,85,93,77,84,88,12,27,96,44,29,96,73,77,67,30,39,64,27,75,32,80,52,11,31,5,93,44
564_2,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
564_3,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394
564_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
565_0,100,57,52,84,68,90,25,8,63,63,97,88,49,40,16,90,18,2,55,78,10,36,29,6,81,92,22,44,53,91,74,93,30,0,93,83,53,48,95,8,54,20,35,63,94,29,30,42,17,42,97,73,68,91,45,1,78,22,74,9,39,14,38,73,84,87,69,8,31,95,64,87,51,18,60,38,25,93,39,21,25,100,40,91,81,47,16,56,69,97,43,47,86,25,77,99,77,28,13,9,17,84,61,100,21,12,29,11,77,86,85,52,49,56,88,62,72,21,50,0
565_1,45,77,42,21,5,81,8,100,85,85,5,99,44,78,55,81,20,93,54,38,29,64,59,16,12,19,73,37,47,45,88,11,6,78,44,22,42,86,54,80,99,41,94,93,87,93,98,26,78,99,25,5,97,8,23,48,94,20,71,28,41,95,27,40,37,10,85,76,55,77,11,32,27,14,53,32,62,19,85,71,62,86,33,24,54,71,60,4,40,51,56,53,65,6,50,29,3,72,69,73,70,35,52,31,12,49,58,46,66,87,84,34,12,22,30,3,56,10,41,49
565_2,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819
565_3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
565_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
566_0,69,82,18,41,93,46,55,47,44,64,32,19,63,21,39,45,95,7,35,10,95,86,2,51,69,1,61,77,77,23,7,6,0,96,81,47,49,4,22,42,84,2,49,97,87,52,53,81,16,7,55,0,33,20,97,75,13,29,35,36,43,95,23,62,80,11,86,22,73,14,19,100,61,22,71,88,31,45,9,55,79,24,81,70,71,0,23,99,54,83,91,42,99,22,36,32,80,61,5,45,74,28,0,13,1,48,37,5,54,76,13,58,96,37,41,35,62,81,59,51
