P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
9_0,67,36,85,85,39,53,13,0,16,81,73,38,59,80,32,9,5,1,9,68,91,90,51,86,29,57,58,14,62,44,76,43,79,38,9,62,96,92,10,8,0,62,19,3,80,81,61,40,15,35,74,64,86,49,37,96,78,35,47,92,38,88,77,71,35,33,8,54,27,24,67,86,12,30,42,60,82,99,94,23,60,24,99,75,58,66,8,93,40,73,66,91,30,36,34,93,16,4,31,59,2,79,28,92,48,49,52,73,75,72,76,53,54,28,31,26,8,10,91,35
9_1,10,62,9,65,58,19,12,34,18,9,82,36,2,59,64,38,100,66,22,91,93,34,76,25,30,90,97,86,58,86,1,88,23,8,48,32,4,57,28,8,89,1,91,68,80,98,7,46,58,41,47,93,34,29,1,65,68,91,5,93,38,42,64,73,72,80,13,92,41,41,95,92,12,26,86,82,77,57,72,29,79,12,24,83,69,32,13,39,31,19,11,53,92,88,73,15,49,59,59,26,42,88,30,12,100,11,49,98,67,90,33,37,74,45,20,30,58,83,17,29
9_2,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534,4534
9_3,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
9_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
10_0,57,28,51,34,0,90,64,39,40,60,54,9,51,68,37,10,38,90,48,3,33,49,66,2,61,32,7,36,3,89,59,62,57,88,21,50,27,19,78,71,3,15,21,57,33,68,17,41,22,90,96,53,12,5,96,74,21,11,36,7,32,39,13,40,14,17,37,88,74,10,52,48,34,82,23,8,83,2,52,24,80,92,25,63,35,67,100,28,66,84,58,44,66,83,89,13,97,89,6,5,79,46,58,46,82,31,12,74,84,67,75,16,85,79,85,17,18,28,72,57
10_1,85,64,48,64,62,77,13,94,48,79,31,17,10,60,78,30,46,89,98,80,40,63,99,23,19,79,79,17,49,69,42,74,87,54,53,91,40,57,37,10,70,28,36,54,84,7,76,65,31,21,81,17,75,91,2,40,63,16,24,30,64,44,78,93,15,83,97,25,32,35,52,100,26,33,1,29,65,10,58,22,66,7,75,53,44,20,43,24,39,34,68,67,76,86,31,41,10,99,92,6,11,53,35,98,64,24,22,4,68,32,32,93,87,98,75,82,89,26,90,69
10_2,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633
10_3,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664
10_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1

