P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
764_2,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797
764_3,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
764_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
765_0,38,56,23,33,93,6,72,22,30,93,30,68,51,85,95,21,16,51,42,77,55,74,55,96,21,95,90,56,77,62,88,90,41,94,12,14,54,41,11,83,89,2,43,23,97,57,61,82,5,66,26,28,11,35,86,94,96,76,46,80,70,85,86,64,23,51,46,6,96,77,18,6,41,92,36,70,58,40,4,71,68,16,20,54,53,8,66,53,76,79,8,87,100,22,11,93,39,88,75,17,100,2,35,11,29,62,83,36,47,37,49,18,57,87,72,42,12,49,61,83
765_1,83,0,74,27,70,53,89,34,1,97,40,27,57,82,68,98,91,34,15,28,28,47,27,38,40,87,34,44,40,52,37,22,90,70,64,79,31,41,22,71,54,38,4,28,34,8,88,84,72,79,87,35,58,58,71,30,60,10,82,86,13,5,30,36,90,20,74,18,4,78,33,43,85,16,89,51,2,88,27,83,42,22,86,61,38,91,29,29,37,42,30,47,48,25,11,63,57,37,86,30,76,2,69,67,69,61,51,49,80,99,12,21,82,2,97,22,44,76,34,34
765_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
766_0,78,5,98,99,59,48,93,51,37,68,28,6,70,89,60,0,50,55,60,84,45,17,96,27,21,27,59,9,68,75,28,58,73,11,85,56,51,95,77,94,5,100,27,94,84,75,48,31,44,53,91,11,18,64,71,73,95,4,87,59,85,71,42,13,65,76,35,29,63,85,26,58,9,86,98,31,13,48,79,94,98,12,69,26,0,57,82,56,95,47,7,92,13,1,25,28,57,21,17,25,20,45,28,1,80,8,58,59,19,84,72,28,77,84,48,26,15,60,22,85
766_1,92,39,59,59,57,87,91,90,39,35,70,45,38,11,99,46,65,19,32,35,4,83,42,56,94,34,95,69,1,62,27,66,42,7,74,4,70,26,6,95,2,10,49,28,19,20,42,61,35,96,51,54,68,31,53,11,33,67,16,92,91,22,36,94,49,26,17,64,58,82,16,88,61,19,7,82,62,61,55,59,86,54,79,72,29,99,11,49,63,24,7,100,58,62,65,100,8,10,71,12,84,64,48,1,80,36,40,79,76,20,100,59,53,53,7,26,40,21,2,67
766_2,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110,6110
766_3,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633
766_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
767_0,1,72,12,9,19,94,80,11,41,46,48,79,0,26,56,5,38,79,32,95,88,97,7,50,82,75,85,78,50,20,57,71,98,91,75,15,91,85,17,13,59,11,34,10,74,79,5,19,23,27,29,87,54,57,20,21,63,53,32,70,100,98,46,78,68,71,72,24,95,77,70,6,87,55,100,94,39,9,25,41,40,83,19,95,24,17,82,86,81,25,19,93,17,52,85,74,20,55,88,52,40,2,54,42,72,88,36,66,93,33,37,35,43,46,74,16,60,92,90,63
767_1,34,76,96,64,94,22,72,81,61,69,18,13,60,2,14,89,34,29,15,93,2,62,99,16,4,57,99,88,52,20,81,83,96,0,53,82,21,61,13,28,94,0,59,86,7,44,73,63,40,31,73,1,40,91,47,22,13,8,50,99,66,20,77,84,79,49,64,31,33,55,11,99,94,12,48,86,57,97,4,74,2,11,67,28,73,95,72,53,44,0,100,61,54,83,48,5,16,26,88,77,90,12,17,52,28,58,53,40,89,50,43,66,58,67,75,71,90,35,51,58
767_2,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428
767_3,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
767_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
768_0,33,86,0,94,17,52,48,65,9,86,3,50,53,61,23,59,77,18,37,44,75,20,38,0,37,27,69,79,34,41,73,17,3,15,55,17,48,26,44,58,56,25,72,23,55,64,88,21,50,52,67,74,2,42,49,9,20,30,51,86,97,6,47,51,82,66,64,71,64,15,64,75,41,66,26,36,47,29,55,51,29,53,45,67,27,62,60,84,11,94,68,19,16,51,85,7,3,44,7,100,63,1,13,7,73,66,86,59,5,33,95,90,14,22,46,55,5,37,54,74
768_1,92,54,5,49,51,89,100,55,74,51,40,88,23,8,1,23,25,36,70,89,66,44,75,56,3,7,70,24,68,13,22,61,95,53,90,27,54,3,19,92,4,5,46,57,38,49,5,9,4,63,38,49,22,3,74,55,6,72,46,53,94,42,18,44,93,16,40,33,98,71,81,39,27,47,16,13,95,16,61,49,41,91,94,47,0,36,20,13,5,30,53,72,89,10,80,80,28,36,84,53,49,85,44,40,8,1,32,24,54,96,62,97,79,56,14,87,44,18,92,50
768_2,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540
768_3,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
768_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
769_0,89,33,59,64,66,77,77,89,28,52,48,49,1,42,50,75,89,99,48,11,11,90,97,46,47,74,72,46,71,5,84,47,44,94,81,100,41,62,14,67,23,67,60,33,51,98,45,61,76,37,1,68,79,22,4,66,38,82,9,27,74,10,45,24,38,40,3,79,17,69,66,2,72,80,66,30,72,40,74,34,58,1,93,100,41,38,13,64,24,20,60,43,47,1,34,58,9,39,14,72,2,60,33,86,18,41,41,57,94,3,79,34,52,48,92,68,69,83,39,8
769_1,46,27,16,95,69,17,57,74,88,49,5,38,13,57,3,36,22,42,88,65,77,39,69,57,34,36,78,22,46,23,95,5,76,38,32,19,51,28,68,3,57,38,93,39,87,16,2,31,69,48,65,51,0,32,54,68,28,74,40,37,74,66,40,73,25,17,33,23,85,25,19,32,91,55,23,32,70,26,50,13,91,88,90,95,14,6,31,24,59,23,84,91,12,39,58,84,32,67,37,48,31,79,26,90,85,21,20,53,74,68,32,95,40,4,61,52,44,26,9,62
769_2,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090,5090
769_3,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
769_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
770_0,15,26,37,6,30,77,55,23,61,74,79,58,55,42,55,45,81,57,10,71,16,46,57,77,22,5,3,84,14,73,49,89,94,4,83,77,60,83,36,99,83,30,39,84,77,93,12,56,61,37,90,26,95,6,78,67,31,47,77,76,57,2,92,55,18,14,92,53,19,10,86,87,33,61,88,89,78,93,2,85,61,95,26,18,77,93,93,60,67,71,35,4,59,84,64,75,99,79,50,52,18,67,81,91,86,25,67,55,26,0,93,94,62,31,99,84,71,33,83,53
770_1,47,83,50,86,68,73,45,39,48,41,81,74,50,11,37,91,25,88,82,68,98,17,53,73,36,58,35,4,39,77,2,55,84,57,49,15,30,10,82,90,63,60,6,79,96,8,78,45,56,71,73,0,54,54,86,47,77,99,13,98,46,23,36,71,46,90,49,14,69,56,38,45,62,30,23,28,61,49,93,59,72,63,87,16,73,78,92,41,56,7,8,9,33,10,70,44,23,94,93,89,68,51,49,88,47,67,11,24,76,51,33,51,29,37,60,1,55,2,73,40
770_2,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193
770_3,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
770_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
771_0,40,99,40,21,98,94,59,40,56,75,56,65,9,15,87,31,52,32,0,27,48,0,61,24,100,33,15,68,67,78,82,79,62,59,12,48,4,22,58,12,95,63,9,59,69,20,44,6,83,23,82,12,20,24,45,40,2,90,59,44,48,60,42,29,54,87,55,8,94,84,32,19,68,93,100,68,95,100,53,84,24,17,47,5,75,26,12,88,64,15,81,14,10,91,40,38,76,94,31,10,6,18,5,49,18,82,13,64,76,7,27,17,80,5,99,47,93,48,4,52
771_1,41,57,79,18,4,96,13,20,80,80,58,28,64,94,93,49,67,71,60,74,86,78,64,20,41,0,27,73,89,33,57,22,89,6,39,97,20,6,75,62,12,23,76,37,5,74,34,100,4,42,64,31,98,37,94,19,7,93,81,51,73,50,23,84,17,98,70,50,79,11,82,60,94,72,99,7,83,9,26,58,21,62,82,57,21,63,56,91,32,32,28,33,53,73,67,41,92,49,20,1,73,7,52,16,83,28,6,76,28,12,14,70,77,34,64,84,93,49,10,56
771_2,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305
771_3,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942
771_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
772_0,3,55,42,65,48,94,47,39,8,26,60,72,74,72,3,89,46,61,85,74,17,6,84,29,67,98,86,90,56,71,89,34,71,0,54,24,53,51,43,45,56,73,37,84,8,48,63,69,67,20,2,15,90,59,45,62,29,50,41,97,42,93,88,82,59,55,93,24,10,91,28,18,92,28,55,4,16,77,18,66,46,98,40,3,12,27,82,89,49,7,94,66,21,85,3,5,58,13,51,57,24,6,15,11,94,53,12,6,22,70,84,68,65,60,30,3,54,87,9,71
772_1,45,78,50,18,92,25,84,8,87,84,39,15,7,93,5,11,3,66,60,47,23,1,83,4,44,59,39,33,48,97,6,52,85,96,97,9,96,67,44,66,42,71,72,82,78,24,65,64,9,32,99,28,30,95,92,25,71,15,21,39,99,78,100,64,70,55,90,2,36,92,43,8,30,77,87,88,47,62,60,1,4,93,71,68,92,26,60,44,68,86,87,36,5,60,76,95,5,5,87,78,23,41,45,43,61,33,92,44,67,16,79,86,41,78,53,84,4,20,25,55
772_2,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949,9949
772_3,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
772_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1

