,4-28-2020,5-28-2020,6-28-2020,7-28-2020,4-28-2022,5-28-2022,6-28-2022,7-28-2022,8-28-2022,9-28-2022,10-28-2022,11-28-2022,12-28-2022
318,63.0,80.0,37.0,0.0,37.0,80.0,37.0,0.0,63.0,37.0,0.0,0.0,0.0
319,57.0,86.0,40.0,0.0,57.0,57.0,0.0,57.0,40.0,57.0,0.0,0.0,57.0
320,89.0,103.0,84.0,0.0,103.0,103.0,84.0,89.0,103.0,84.0,84.0,103.0,89.0
321,81.0,121.0,19.0,0.0,121.0,121.0,19.0,0.0,19.0,81.0,19.0,121.0,121.0
322,82.0,112.0,104.0,0.0,0.0,112.0,0.0,112.0,82.0,0.0,104.0,104.0,112.0
323,43.0,72.0,24.0,0.0,24.0,24.0,43.0,24.0,24.0,72.0,72.0,24.0,43.0
324,65.0,95.0,43.0,0.0,43.0,65.0,43.0,95.0,43.0,43.0,65.0,95.0,95.0
325,102.0,91.0,32.0,0.0,102.0,32.0,0.0,102.0,102.0,102.0,0.0,0.0,91.0
326,52.0,61.0,12.0,0.0,52.0,0.0,61.0,61.0,0.0,61.0,0.0,0.0,0.0
327,158.0,183.0,124.0,0.0,158.0,158.0,124.0,158.0,158.0,158.0,158.0,124.0,158.0
328,125.0,174.0,47.0,1.0,1.0,47.0,47.0,47.0,174.0,47.0,174.0,47.0,47.0
329,71.0,143.0,108.0,0.0,0.0,0.0,143.0,0.0,108.0,0.0,143.0,0.0,143.0
330,77.0,134.0,41.0,0.0,41.0,0.0,0.0,41.0,41.0,77.0,77.0,41.0,41.0
331,135.0,148.0,140.0,0.0,135.0,148.0,135.0,140.0,140.0,135.0,135.0,148.0,135.0
332,138.0,194.0,103.0,0.0,103.0,103.0,103.0,103.0,138.0,103.0,103.0,103.0,103.0
333,147.0,210.0,85.0,0.0,147.0,0.0,0.0,210.0,85.0,0.0,0.0,85.0,85.0
334,2.0,9.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,3.0,0.0,9.0
335,6.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,4.0,4.0
336,21.0,42.0,18.0,0.0,21.0,0.0,21.0,0.0,0.0,21.0,21.0,18.0,21.0
337,4.0,5.0,6.0,0.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,0.0,4.0
338,10.0,8.0,3.0,0.0,0.0,3.0,8.0,10.0,8.0,8.0,0.0,8.0,10.0
339,25.0,17.0,11.0,0.0,25.0,0.0,25.0,11.0,11.0,25.0,25.0,11.0,11.0
340,16.0,16.0,5.0,0.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0
341,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
342,8.0,18.0,1.0,0.0,18.0,18.0,18.0,8.0,8.0,18.0,0.0,8.0,18.0
343,7.0,8.0,1.0,0.0,8.0,8.0,7.0,0.0,0.0,1.0,8.0,1.0,7.0
344,22.0,23.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,6.0,6.0
345,24.0,28.0,18.0,0.0,24.0,18.0,24.0,24.0,24.0,18.0,24.0,24.0,0.0
346,24.0,46.0,30.0,0.0,24.0,0.0,0.0,0.0,30.0,0.0,24.0,0.0,30.0
347,63.0,72.0,32.0,0.0,32.0,32.0,72.0,32.0,72.0,0.0,72.0,32.0,32.0
348,29.0,38.0,9.0,0.0,38.0,0.0,9.0,0.0,38.0,38.0,38.0,29.0,38.0
349,42.0,74.0,35.0,0.0,42.0,42.0,42.0,42.0,35.0,42.0,42.0,35.0,35.0
350,11.0,41.0,20.0,0.0,20.0,11.0,0.0,11.0,20.0,41.0,11.0,0.0,0.0
351,40.0,64.0,19.0,0.0,0.0,40.0,64.0,19.0,40.0,40.0,40.0,19.0,40.0
352,16.0,30.0,11.0,0.0,16.0,11.0,16.0,16.0,16.0,0.0,30.0,11.0,16.0
353,45.0,32.0,21.0,0.0,0.0,45.0,21.0,45.0,0.0,0.0,0.0,21.0,32.0
354,23.0,59.0,23.0,0.0,0.0,59.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0
355,21.0,47.0,25.0,0.0,0.0,25.0,25.0,25.0,21.0,0.0,25.0,47.0,25.0
356,60.0,96.0,62.0,0.0,60.0,60.0,96.0,60.0,96.0,60.0,60.0,60.0,60.0
357,19.0,38.0,6.0,0.0,0.0,6.0,38.0,0.0,19.0,0.0,19.0,0.0,19.0
358,30.0,38.0,12.0,1.0,38.0,30.0,30.0,30.0,38.0,38.0,12.0,12.0,30.0
359,78.0,129.0,66.0,0.0,129.0,78.0,0.0,78.0,129.0,78.0,0.0,0.0,0.0
360,48.0,58.0,45.0,0.0,58.0,0.0,0.0,0.0,58.0,48.0,45.0,0.0,45.0
361,9.0,35.0,29.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
362,16.0,24.0,4.0,0.0,0.0,24.0,24.0,16.0,24.0,0.0,16.0,16.0,4.0
363,33.0,56.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
364,28.0,43.0,22.0,0.0,43.0,28.0,22.0,0.0,28.0,28.0,28.0,0.0,28.0
365,16.0,24.0,20.0,0.0,24.0,20.0,20.0,16.0,0.0,24.0,16.0,20.0,20.0
366,15.0,22.0,4.0,0.0,15.0,15.0,15.0,22.0,15.0,15.0,15.0,15.0,4.0
367,43.0,51.0,7.0,0.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,43.0,43.0
368,9.0,23.0,14.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
369,18.0,31.0,7.0,0.0,31.0,31.0,31.0,7.0,31.0,31.0,31.0,31.0,0.0
370,25.0,27.0,6.0,0.0,25.0,25.0,25.0,27.0,25.0,27.0,27.0,6.0,6.0
371,45.0,51.0,17.0,0.0,17.0,0.0,51.0,51.0,51.0,45.0,17.0,51.0,0.0
372,27.0,52.0,4.0,0.0,27.0,27.0,0.0,0.0,0.0,52.0,0.0,0.0,4.0
373,43.0,57.0,21.0,0.0,57.0,43.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0
374,19.0,50.0,6.0,0.0,0.0,0.0,19.0,50.0,0.0,0.0,0.0,0.0,0.0
375,19.0,26.0,9.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,26.0,26.0,19.0
376,11.0,23.0,5.0,0.0,11.0,11.0,11.0,23.0,0.0,0.0,11.0,11.0,0.0
377,33.0,44.0,14.0,0.0,44.0,0.0,0.0,33.0,0.0,33.0,33.0,44.0,0.0
378,25.0,31.0,16.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0
379,14.0,16.0,18.0,0.0,16.0,18.0,0.0,0.0,18.0,16.0,16.0,0.0,0.0
380,30.0,35.0,11.0,0.0,30.0,0.0,30.0,0.0,0.0,35.0,0.0,35.0,35.0
381,14.0,21.0,2.0,0.0,21.0,21.0,2.0,21.0,21.0,21.0,2.0,21.0,2.0
382,2.0,14.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
383,10.0,21.0,4.0,0.0,4.0,0.0,0.0,21.0,4.0,0.0,21.0,21.0,0.0
384,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0
385,10.0,10.0,4.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0
386,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
387,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,13.0,19.0,1.0,0.0,1.0,0.0,13.0,13.0,13.0,13.0,13.0,1.0,0.0
390,6.0,8.0,3.0,0.0,3.0,8.0,8.0,0.0,3.0,3.0,0.0,0.0,3.0
391,7.0,15.0,2.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,2.0,7.0,7.0
392,14.0,30.0,9.0,0.0,30.0,30.0,0.0,30.0,9.0,30.0,14.0,30.0,14.0
393,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
394,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
395,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,5.0,13.0,3.0,0.0,0.0,5.0,13.0,5.0,5.0,5.0,0.0,5.0,0.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,6.0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,6.0,0.0,0.0,6.0
399,18.0,39.0,7.0,0.0,18.0,39.0,39.0,18.0,18.0,18.0,39.0,7.0,39.0
400,3.0,8.0,6.0,0.0,3.0,0.0,6.0,6.0,3.0,3.0,0.0,6.0,6.0
401,7.0,11.0,3.0,0.0,0.0,0.0,11.0,7.0,7.0,7.0,7.0,7.0,7.0
402,6.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0
403,8.0,12.0,4.0,0.0,4.0,4.0,0.0,8.0,4.0,0.0,4.0,4.0,4.0
404,3.0,8.0,1.0,0.0,8.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0
405,13.0,21.0,2.0,0.0,2.0,21.0,13.0,13.0,21.0,13.0,13.0,13.0,2.0
406,13.0,14.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,14.0,4.0
407,6.0,27.0,3.0,0.0,27.0,3.0,3.0,0.0,27.0,27.0,0.0,27.0,0.0
408,24.0,44.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,44.0,44.0,0.0,0.0
409,3.0,9.0,5.0,0.0,9.0,5.0,0.0,3.0,9.0,5.0,5.0,3.0,9.0
410,17.0,22.0,7.0,0.0,7.0,17.0,17.0,22.0,17.0,17.0,17.0,0.0,17.0
411,7.0,11.0,2.0,0.0,7.0,7.0,7.0,2.0,0.0,7.0,2.0,7.0,0.0
412,5.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
413,9.0,40.0,1.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
414,7.0,5.0,1.0,0.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0
415,10.0,17.0,17.0,0.0,0.0,17.0,0.0,17.0,10.0,17.0,0.0,0.0,17.0
416,17.0,52.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,17.0,17.0,17.0
417,19.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0
419,4.0,12.0,7.0,0.0,12.0,12.0,0.0,12.0,7.0,7.0,0.0,4.0,4.0
420,111.0,188.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
421,18.0,96.0,76.0,0.0,18.0,18.0,18.0,18.0,96.0,18.0,18.0,76.0,18.0
422,26.0,49.0,14.0,0.0,26.0,26.0,49.0,14.0,26.0,26.0,26.0,26.0,26.0
423,33.0,45.0,31.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0
424,20.0,51.0,22.0,0.0,22.0,0.0,0.0,51.0,20.0,51.0,22.0,51.0,0.0
425,32.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
426,56.0,99.0,64.0,0.0,56.0,0.0,0.0,99.0,0.0,56.0,0.0,0.0,0.0
427,10.0,19.0,6.0,0.0,19.0,19.0,19.0,19.0,10.0,19.0,19.0,10.0,19.0
428,12.0,17.0,22.0,0.0,22.0,22.0,22.0,12.0,12.0,22.0,22.0,22.0,12.0
429,5.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
430,44.0,57.0,20.0,0.0,44.0,57.0,44.0,44.0,44.0,44.0,57.0,44.0,57.0
431,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,15.0,35.0,0.0,0.0,15.0,35.0,35.0,0.0,0.0,0.0,0.0,15.0,0.0
433,28.0,38.0,26.0,0.0,26.0,26.0,38.0,26.0,26.0,26.0,26.0,38.0,0.0
434,34.0,65.0,9.0,0.0,34.0,9.0,34.0,34.0,0.0,0.0,34.0,9.0,9.0
435,31.0,65.0,15.0,0.0,31.0,15.0,15.0,31.0,15.0,0.0,0.0,0.0,15.0
436,7.0,13.0,7.0,0.0,13.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
437,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0
438,3.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0
439,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
440,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
444,7.0,9.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,7.0
445,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
446,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,10.0,16.0,11.0,0.0,11.0,11.0,0.0,0.0,11.0,16.0,0.0,11.0,11.0
449,9.0,12.0,6.0,0.0,9.0,12.0,12.0,9.0,9.0,12.0,6.0,9.0,9.0
450,15.0,40.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,15.0
451,7.0,23.0,25.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
452,13.0,8.0,7.0,0.0,13.0,0.0,8.0,0.0,0.0,8.0,13.0,8.0,8.0
453,29.0,54.0,19.0,0.0,19.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,29.0
454,23.0,31.0,39.0,0.0,39.0,39.0,39.0,39.0,23.0,0.0,39.0,39.0,39.0
455,21.0,51.0,28.0,0.0,51.0,51.0,0.0,51.0,0.0,0.0,0.0,51.0,51.0
456,4.0,17.0,8.0,0.0,0.0,17.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
457,14.0,18.0,6.0,0.0,18.0,14.0,18.0,6.0,6.0,18.0,6.0,18.0,6.0
458,19.0,35.0,14.0,0.0,19.0,19.0,0.0,19.0,14.0,35.0,0.0,0.0,19.0
459,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0
460,26.0,11.0,2.0,0.0,2.0,2.0,11.0,2.0,2.0,11.0,26.0,11.0,2.0
461,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
462,0.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
463,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
464,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
465,3.0,6.0,2.0,0.0,3.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0
466,7.0,10.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0
467,4.0,8.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,5.0
468,1.0,13.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.0,3.0
469,1.0,7.0,1.0,0.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0
470,5.0,6.0,4.0,0.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0
471,10.0,16.0,1.0,0.0,10.0,10.0,16.0,10.0,1.0,10.0,10.0,10.0,1.0
472,5.0,14.0,7.0,0.0,5.0,0.0,5.0,7.0,7.0,7.0,7.0,7.0,14.0
473,9.0,19.0,9.0,0.0,19.0,19.0,0.0,19.0,9.0,9.0,0.0,9.0,9.0
474,1.0,11.0,8.0,0.0,8.0,0.0,0.0,8.0,8.0,11.0,0.0,0.0,0.0
475,4.0,10.0,4.0,0.0,10.0,4.0,4.0,4.0,4.0,10.0,10.0,4.0,10.0
476,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0
477,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
478,6.0,17.0,15.0,0.0,0.0,17.0,17.0,15.0,17.0,15.0,17.0,0.0,0.0
479,3.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,1.0,14.0,0.0,14.0
480,4.0,5.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,5.0
481,6.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,3.0,3.0,0.0
482,15.0,11.0,2.0,0.0,15.0,15.0,2.0,11.0,2.0,2.0,15.0,15.0,15.0
483,4.0,20.0,4.0,0.0,20.0,20.0,4.0,4.0,20.0,4.0,4.0,20.0,20.0
484,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
485,3.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,3.0,0.0
486,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
487,4.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0
488,48.0,61.0,20.0,0.0,48.0,20.0,20.0,61.0,61.0,20.0,20.0,20.0,61.0
489,44.0,57.0,20.0,0.0,0.0,57.0,44.0,57.0,44.0,0.0,0.0,44.0,0.0
490,37.0,52.0,13.0,0.0,0.0,13.0,37.0,13.0,37.0,13.0,37.0,13.0,37.0
491,20.0,33.0,9.0,0.0,9.0,20.0,20.0,0.0,9.0,20.0,33.0,9.0,9.0
492,41.0,77.0,22.0,0.0,22.0,41.0,77.0,77.0,0.0,22.0,41.0,0.0,0.0
493,17.0,25.0,13.0,0.0,25.0,17.0,0.0,0.0,17.0,17.0,17.0,17.0,17.0
494,2.0,34.0,14.0,0.0,0.0,2.0,34.0,2.0,34.0,0.0,0.0,14.0,0.0
495,4.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0
496,26.0,53.0,13.0,0.0,26.0,26.0,26.0,0.0,26.0,26.0,0.0,26.0,0.0
497,5.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,0.0,5.0,5.0,5.0
498,27.0,32.0,1.0,0.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,32.0,27.0
499,37.0,37.0,35.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0
500,10.0,17.0,4.0,0.0,4.0,4.0,17.0,0.0,17.0,17.0,4.0,4.0,4.0
501,21.0,28.0,17.0,0.0,21.0,21.0,21.0,21.0,28.0,28.0,21.0,0.0,28.0
502,19.0,18.0,1.0,0.0,19.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0
503,37.0,37.0,32.0,0.0,37.0,37.0,37.0,0.0,37.0,0.0,37.0,37.0,37.0
504,69.0,74.0,31.0,0.0,69.0,0.0,74.0,0.0,74.0,69.0,69.0,0.0,74.0
505,7.0,18.0,11.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
506,54.0,75.0,58.0,0.0,0.0,0.0,0.0,58.0,58.0,58.0,58.0,0.0,54.0
507,20.0,39.0,17.0,0.0,0.0,20.0,39.0,0.0,39.0,17.0,0.0,39.0,0.0
508,32.0,49.0,34.0,0.0,32.0,32.0,49.0,32.0,32.0,32.0,32.0,0.0,32.0
509,33.0,58.0,8.0,0.0,8.0,8.0,8.0,58.0,58.0,0.0,58.0,8.0,8.0
510,36.0,42.0,19.0,0.0,42.0,42.0,19.0,42.0,36.0,36.0,19.0,36.0,36.0
511,35.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,31.0,0.0
512,30.0,66.0,20.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,20.0,0.0,0.0
513,2.0,9.0,1.0,0.0,9.0,2.0,0.0,2.0,1.0,9.0,9.0,2.0,2.0
514,5.0,10.0,6.0,0.0,6.0,5.0,6.0,5.0,0.0,6.0,0.0,0.0,10.0
515,8.0,5.0,1.0,0.0,5.0,5.0,8.0,8.0,1.0,5.0,8.0,5.0,8.0
516,22.0,18.0,10.0,0.0,22.0,18.0,18.0,18.0,22.0,22.0,18.0,0.0,22.0
517,28.0,35.0,15.0,0.0,15.0,35.0,15.0,35.0,35.0,15.0,35.0,35.0,15.0
518,10.0,17.0,18.0,0.0,17.0,17.0,17.0,17.0,17.0,18.0,0.0,0.0,0.0
519,12.0,19.0,7.0,0.0,19.0,0.0,0.0,19.0,7.0,0.0,19.0,19.0,0.0
520,12.0,10.0,5.0,0.0,12.0,12.0,5.0,12.0,0.0,0.0,0.0,12.0,12.0
521,18.0,23.0,12.0,0.0,12.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,23.0
522,26.0,38.0,25.0,0.0,38.0,25.0,25.0,26.0,26.0,0.0,38.0,38.0,26.0
523,4.0,11.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0
524,3.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0
525,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,6.0,15.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,15.0,6.0
527,35.0,49.0,30.0,0.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,0.0,35.0
528,5.0,8.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
529,1.0,6.0,3.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0
530,22.0,36.0,10.0,0.0,10.0,10.0,36.0,22.0,10.0,10.0,10.0,10.0,10.0
531,5.0,6.0,2.0,0.0,6.0,6.0,5.0,0.0,6.0,5.0,6.0,6.0,0.0
532,36.0,52.0,27.0,0.0,36.0,27.0,52.0,0.0,36.0,0.0,36.0,0.0,27.0
533,26.0,41.0,15.0,0.0,15.0,26.0,41.0,41.0,15.0,0.0,41.0,0.0,41.0
534,14.0,21.0,5.0,0.0,21.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
535,14.0,12.0,4.0,0.0,14.0,14.0,14.0,0.0,14.0,14.0,14.0,14.0,4.0
536,21.0,13.0,14.0,0.0,0.0,13.0,14.0,13.0,13.0,13.0,21.0,13.0,13.0
537,8.0,27.0,20.0,0.0,8.0,20.0,27.0,27.0,8.0,8.0,27.0,27.0,8.0
538,13.0,19.0,6.0,0.0,6.0,0.0,0.0,19.0,13.0,13.0,19.0,6.0,6.0
539,4.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0
540,10.0,11.0,6.0,0.0,10.0,11.0,11.0,0.0,0.0,10.0,10.0,0.0,6.0
541,9.0,9.0,3.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0
542,6.0,26.0,4.0,0.0,26.0,0.0,26.0,4.0,26.0,0.0,26.0,4.0,6.0
543,24.0,33.0,5.0,0.0,33.0,5.0,5.0,33.0,33.0,33.0,33.0,0.0,33.0
544,74.0,82.0,57.0,0.0,74.0,74.0,74.0,74.0,74.0,82.0,57.0,74.0,74.0
545,12.0,12.0,4.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
546,68.0,74.0,44.0,0.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,68.0,68.0
547,9.0,15.0,6.0,0.0,15.0,6.0,6.0,9.0,6.0,0.0,0.0,15.0,15.0
548,13.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
549,23.0,22.0,3.0,0.0,3.0,0.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0
550,15.0,16.0,4.0,0.0,4.0,15.0,4.0,16.0,0.0,16.0,16.0,16.0,16.0
551,10.0,15.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0
552,7.0,18.0,4.0,0.0,0.0,18.0,7.0,18.0,4.0,18.0,7.0,18.0,4.0
553,8.0,10.0,2.0,0.0,10.0,10.0,2.0,2.0,8.0,0.0,8.0,10.0,2.0
554,6.0,6.0,4.0,0.0,6.0,0.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0
555,6.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,5.0
556,8.0,5.0,3.0,0.0,5.0,0.0,3.0,8.0,0.0,8.0,8.0,8.0,8.0
557,8.0,15.0,2.0,0.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0
558,7.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0
559,5.0,10.0,0.0,0.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,5.0,0.0
560,13.0,20.0,7.0,0.0,7.0,13.0,20.0,0.0,0.0,0.0,7.0,0.0,7.0
561,3.0,13.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0
562,5.0,12.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,5.0,0.0
563,9.0,21.0,3.0,0.0,9.0,3.0,9.0,0.0,9.0,3.0,9.0,21.0,0.0
564,22.0,28.0,25.0,0.0,25.0,28.0,28.0,28.0,28.0,28.0,0.0,28.0,22.0
565,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
566,25.0,30.0,17.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
567,16.0,7.0,13.0,0.0,16.0,16.0,13.0,7.0,7.0,7.0,7.0,13.0,7.0
568,16.0,39.0,7.0,0.0,7.0,39.0,7.0,7.0,7.0,39.0,7.0,7.0,39.0
569,29.0,13.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,6.0
570,7.0,14.0,12.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0
571,8.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0
572,0.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0
573,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,6.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0
